from,to,cost,flow
14197,7886,9.201529562997191,27.71008
13306,14196,8.617456951042596,4412.7014
14195,1923,16.923344792561377,53.110987
14194,4604,8.043187625572308,53.110987
14193,12846,9.53941698509829,0.0
14192,2351,0.48705220970377516,0.0
14191,13519,0.6994052405952278,53.110987
14190,13920,1.8725373924673958,0.0
14189,13427,0.2389395354405501,1e-12
14188,14187,0.36399481977399084,27.71008
14187,12828,0.8232523688790431,0.0
14186,14022,1.4626107825609396,0.0
14185,12858,3.312426885260617,26.149406
14184,12883,4.041477474335199,11.559677
14183,13158,1.830375146643649,0.0
14182,13833,0.6392878786255549,27.71008
14181,7962,8.176946494289567,265.55494
14180,13908,3.133079869903066,88.518312
14179,13739,42.90355501637704,3.8486223
14178,4340,5.2535145123405655,53.110987
14177,13043,16.99552753119249,53.110987
14176,13040,19.316926121243032,53.110987
14174,14175,19.117007376233623,209.86338
14174,14173,22.23298493763317,0.0
3938,14173,27.877759474000715,103.64141
14172,1971,25.844388102743647,53.110987
14171,13689,7.205887063541378,53.110987
14170,4235,1.7298095724992004,0.0
4235,14169,24.46296921857764,475.13851
14168,14167,42.66445109017607,53.110987
14167,13337,43.60875993008337,106.22197
14166,12895,16.965956903421908,53.110987
14165,2817,15.528750250330328,53.110987
14164,14159,14.563867822991883,53.110987
14163,12919,17.730561185147405,27.71008
14162,12898,7.206696850754059,5.3990988
14161,13348,10.1502650984457,53.110987
14160,11969,11.083064223553171,53.110987
14159,12929,13.96275352082013,106.22197
14158,13959,5.468526917968766,27.71008
14157,13964,4.6046557211269485,53.110987
14156,13652,2.797579747504266,53.110987
14155,12134,7.493899780328918,53.110987
12135,14154,24.238370790724645,1157.3999
14153,13962,1.1751715680685744,53.110987
14152,13962,1.9770605952139155,53.110987
14151,13240,5.360807432679927,53.110987
14150,13402,4.282249837768271,53.110987
14149,13964,0.6599222066137669,53.110987
14148,6584,21.266692215248103,53.110987
14146,14147,17.56368527545477,152.36067
13677,14146,21.857415243627546,99.249681
14145,12940,7.54624309204903,53.110987
14144,12928,44.32559617040517,53.110987
14143,12936,5.8851887356902415,0.0
14142,12959,2.566977409731597,27.71008
14141,12958,3.7520258679044125,27.71008
14140,12956,1.1491064282968457,0.0
14139,14137,12.654028626710653,27.71008
14138,4202,3.1193829145931335,27.71008
14137,14136,6.195432608983049,80.821068
14136,12956,3.9214568718768597,108.53115
14135,13633,2.9498727520011365,0.0
14134,13831,3.806974106069553,27.71008
14133,4845,2.7643224039596963,27.71008
14132,12054,23.952108386853403,53.110987
14131,14032,0.3777294319939324,53.110987
14130,13458,2.564170772669429,53.110987
14129,13407,2.0925748969058877,0.0
14128,14127,2.3451458494109607,0.0
14127,14126,2.704233800216021,0.0
14126,13328,9.766370512379469,577.29334
14125,3358,19.11977239820962,53.110987
14124,13920,0.3280467585399504,0.0
14123,12948,2.1775857574597395,0.0
14122,979,16.865115675028722,53.110987
14121,13569,13.796067843230372,53.110987
14120,14119,4.476357812118614,53.110987
14119,14118,15.484590913142686,106.22197
14118,13163,1.9794584734503853,0.0
14117,13067,8.611521142946357,53.110987
14116,344,2.700793626593049,27.71008
14115,14114,2.675080856062791,0.0
14114,13128,6.579077782551125,80.821068
14113,13133,5.531805021383589,27.71008
14112,13159,3.8962397406133613,27.71008
14111,13157,8.186805001499648,27.71008
14110,13135,6.408820529588154,27.71008
14109,12893,17.018677832981584,53.110987
14108,13155,8.260986969222888,0.0
13099,14107,11.581161506943236,113.8478
14106,13105,0.5785621797267452,53.110987
14105,12804,6.247000649928005,27.71008
14104,12875,1.7543132396854513,53.110987
14103,7142,14.995123303216522,53.110987
14102,13962,3.611399740538497,53.110987
14101,14096,2.067700298929087,53.110987
14100,13480,3.6367071317855126,53.110987
14099,13886,2.113741135064551,27.71008
14098,13886,9.592325276281526,27.71008
14096,14097,6.668544339440564,364.36265
13886,14096,6.879001776672086,283.54158
14095,4202,3.3038540615169016,53.110987
14094,12954,12.646788164226724,53.110987
14091,14093,7.120642761318311,2352.2747
14092,12955,9.668978001466838,92.366934
13749,14091,5.451966141811346,2299.1637
14090,13885,4.606416442157711,53.110987
14089,3914,12.411503324653426,88.781987
14088,14087,2.569291623252189,53.110987
14087,13884,3.1930652293513755,0.0
14086,13884,1.7254826683720845,53.110987
14085,13884,4.586227647534269,53.110987
14084,13884,19.381944726579743,53.110987
14082,14083,4.974821934204481,2245.7634
14076,14082,3.54639598382686,2218.0533
14081,13883,10.733848172217884,53.110987
14080,13882,14.119929819098619,53.110987
14079,6736,2.02374510836894,80.821068
14078,14077,34.3621706061782,53.110987
14077,13883,11.836176087450104,106.22197
6736,14076,35.17958130744311,2164.9423
14075,13881,8.930015112647062,53.110987
14074,14070,12.074852058273708,53.110987
14073,14072,13.15062832729264,53.110987
14072,4714,24.488399193345433,106.22197
14071,1274,3.9943013691606275,0.0
14070,2323,8.938534057275694,106.22197
14069,12951,8.276235301207214,0.0
14068,14054,6.863664248919855,27.71008
14067,14054,1.3172194168968645,0.0
14066,12982,13.375363471834694,53.110987
14065,13885,5.058806017254916,27.71008
14064,12983,4.555070622975811,27.71008
14063,13879,3.137390197740119,0.0
14062,4946,10.863435803941616,53.110987
14061,13833,2.1567552641429466,27.71008
14060,13877,0.5200211247662314,27.71008
14059,14058,0.36577894724171417,0.0
14058,13877,2.7591685061909703,80.821068
14057,12984,4.813884418995585,53.110987
14056,13480,20.84653541096348,53.110987
14055,12912,5.501648939858297,53.110987
14054,12950,6.333523516962339,108.53115
14053,12951,12.903105356224835,53.110987
14052,12996,3.890201485995738,0.0
14051,12994,3.7956265051745004,27.71008
14050,12995,6.96471909603374,0.0
14049,13710,0.3744657252506347,53.110987
14048,13874,0.6580623451346144,1e-12
14047,13011,2.994246998479439,53.110987
14046,13010,5.8789245011444144,53.110987
14045,13811,1.283858909764985,26.555494
14044,13496,3.002036383891762,26.555494
14043,13995,1.0586891962169758,26.555494
14042,13443,2.956760475075595,53.110987
14041,13983,0.5370965098548922,0.0
14040,13432,2.183624050800775,26.555494
14039,13320,1.690536010610626,26.555494
14038,13245,2.332929659348999,53.110987
14037,7724,9.10767978217441,106.22197
14036,6816,8.659456041195552,106.22197
14035,13342,1.2500166158780053,0.0
14034,13319,1.7057516453018877,0.0
13230,14033,2.4934723518854733,53.052819
14032,14031,0.7550597452836926,106.22197
14031,13454,0.8574767911653474,159.33296
14030,13313,0.8857957326696316,0.0
14029,13313,0.933203384993249,0.0
14028,13572,0.9746230814458889,53.110987
14027,13967,0.8288742613973882,106.22197
14026,13357,0.7222008143317913,53.110987
14025,12081,6.904847997823058,106.22197
14024,13623,1.9884226911857756,0.0
14023,13494,0.3501942299207518,53.110987
14022,13495,4.2709362027759195,53.110987
14021,13418,0.8898851285582453,53.110987
14020,13489,0.9716679791983773,53.110987
14019,14018,0.30585416094382073,0.0
14018,14017,0.5349036111822518,53.110987
14017,14016,0.30062287308979085,79.666481
14016,13326,0.3584241661911851,106.22197
14015,13598,0.3742640188338809,0.0
14014,7391,1.511684308644104,0.0
14013,13596,0.1574440701458749,0.0
14012,14010,0.5567104237419332,26.555494
14011,13598,2.8468491007813235,107.20982
14010,13366,1.104850212599875,53.110987
14009,13447,1.117161626982113,0.0
14008,13554,1.487333487279884,0.0
14007,13760,1.6523192889384364,53.110987
14006,13606,0.6521086633994863,0.0
14005,13400,0.5809312497880829,26.555494
14004,13399,0.9891087890922775,26.555494
14003,13760,0.42990398598105617,0.0
14002,13568,0.9685276453119819,0.0
14001,13398,0.9866558332114025,26.555494
14000,13346,1.2941555030714618,26.555494
13999,13343,1.277304346638825,-0.0
13998,13721,5.109914772973879,26.555494
13997,13272,1.1146158762565486,0.0
13996,13600,0.5332389674051553,26.555494
13995,12233,3.835897401101082,79.349198
13994,13600,1.8309784032573297,0.0
13993,13202,1.0080888907035301,242.88844
13992,12536,3.70265183066259,26.555494
13991,13733,1.7939243123723925,0.0
13990,13260,0.7659452311182002,0.0
13989,13705,2.5609346838734806,0.0
13988,13987,0.22933995700267168,53.110987
13987,13986,5.151944885690342,106.22197
13986,13405,5.994985441824153,159.33296
13985,12545,0.4652865307010887,26.555494
13984,12458,0.667307508268139,0.0
13983,13534,12.262226361174301,53.110987
13982,13644,0.8760355425026606,0.0
13981,13980,0.31126909919823925,88.518312
13980,13688,1.8773608584653265,177.03662
13979,13707,1.3101819383527034,0.0
13978,13977,0.5849186542288094,26.555494
13977,13975,1.356230340360233,233.40556
13976,13974,1.3887070511560629,26.555494
13975,6697,1.7531863151898261,259.96105
13974,12320,0.8991342702255838,206.53764
13973,12620,1.2059929129934086,26.555494
13972,13724,0.793434703621016,0.0
13971,13701,1.8720360095966042,0.0
13608,13970,8.461244693279305,1053.3231
13969,13592,1.208882302607688,0.0
13968,12816,3.1544985170681508,27.71008
13967,13588,5.29922797774501,0.0
13966,4590,0.8811084335168022,0.0
13965,13725,0.5438218163605465,0.0
13964,13402,7.633954699559311,159.33296
13963,12136,4.760564230270001,53.110987
13962,13240,14.245551599216915,212.44395
13961,13155,20.93110418613035,53.110987
13960,13136,9.906288436652313,53.110987
13959,12907,21.039040796568123,120.07701
13958,12379,0.3971592671178625,26.555494
13957,13724,1.3832789693589822,26.555494
13956,12353,2.1051372758806117,0.0
13955,12356,1.9202795505125032,26.555494
13954,13176,0.2574936748574357,0.0
13953,13176,0.4618294582569467,26.555494
13952,13951,0.2756023296426216,0.0
13951,13764,0.5824817288292188,0.0
13947,13950,2.504067981498751,179.0033
13949,13394,1.1797228903332908,0.0
13948,13947,0.3077506425088178,0.0
13340,13947,1.129680428638636,125.89231
13946,13945,0.5001722307603517,26.555494
13945,13278,0.2864440171636781,0.0
13944,13673,1.3042565533927233,26.555494
13943,4008,1.628524392922142,26.555494
13942,13939,0.33374326326949355,0.0
13941,13940,0.26023309195412253,0.0
13940,2202,0.7222707705301754,29.261883
13939,560,1.0243068031069145,53.110987
13938,13937,0.30505829021019193,0.0
13937,1448,1.987650084500871,53.110987
13936,13934,0.30813186537954584,0.0
13935,13934,0.31143414763169236,0.0
13934,13561,0.7638319017896233,53.110987
13933,13440,0.2394067057846754,0.0
13932,12327,0.3173936563809488,0.0
13931,12327,0.5069874187590061,0.0
13930,13192,1.5385654001324076,0.0
13929,13316,0.9204347001664719,0.0
13928,12282,0.4512274181633251,26.555494
13927,13607,0.9000159045272769,26.555494
13926,13925,0.29815561208648855,26.555494
13925,2369,0.5882158891176545,53.110987
13924,13893,0.29589691336796065,0.0
13923,4517,0.5227398758772055,26.555494
13922,13479,0.4165209384134359,0.0
13921,13238,1.3703847315036461,26.555494
13920,12317,1.008133702551828,79.666481
13919,13207,0.7085369948603546,26.555494
13918,13501,0.3426358146430191,26.555494
13917,13916,1.0312595257305766,53.110987
13916,13553,0.3558155737300367,79.666481
13914,13915,0.3070412556590579,26.555494
13914,13522,0.8502382579691664,-0.0
13913,13300,0.26254718390946014,26.555494
13912,13355,1.1725231328616004,0.0
13911,13909,0.48113714727130197,88.518312
13910,13909,0.3086679395372733,0.0
13909,13830,0.3764432847758375,265.55494
13908,12318,3.173616963689644,115.07381
13907,13906,0.3221954821873695,0.0
13906,13727,0.5625147294428691,106.22197
13905,13312,1.5251585405270496,0.0
13904,12246,2.5724395106296907,53.110987
13903,13593,0.46912644124944963,0.0
13902,13901,0.31440242977722965,0.0
13901,12313,3.8091739546009196,106.22197
13900,13899,0.7378295242326477,0.0
13899,13512,4.009382861258425,106.22197
13898,13360,1.1972048686940897,53.110987
13897,7677,2.258145354183208,26.555494
13896,13826,0.7590288831629447,0.0
13895,13169,2.4447955668017998,-0.0
13894,12847,3.854231277972001,27.71008
13893,13297,1.841489028963733,141.6293
13892,13798,0.7693131483262279,24.289564
13891,13832,0.03515919613300833,0.0
13046,13890,62.76618454484552,49.774228
13889,12829,13.684017263555809,27.71008
13888,13136,13.959936648181005,0.0
13887,13105,5.338102438976632,53.110987
13480,13886,16.91644895594917,200.41134
13885,12983,15.903734534199065,133.93205
13884,2214,7.368450762014075,318.66592
13883,12910,23.302274992608087,212.44395
13882,6330,7.692277706152412,81.354921
13881,2323,15.212267172946271,106.22197
13880,12951,1.7616652631236482,27.71008
13879,13833,6.259547924858104,106.22197
13878,13877,0.7452819663373444,27.71008
13877,13557,4.5983835234694155,163.95131
13833,13876,3.8207755630983145,265.19434
13875,12993,2.7127530322976905,27.71008
13874,12991,5.147221439533532,106.22197
13873,13323,1.8546376008502365,159.33296
13872,13735,1.438054118821798,-0.0
13871,13262,2.643246946013049,53.110987
13870,2042,1.7514279498359875,5.1580325
13869,13809,1.5347816560652392,764.42672
13868,13032,3.6155512748790923,53.110987
13867,5679,6.122364397301694,99.492679
13866,12753,5.572565806450293,0.0
13865,12751,4.630905531671888,53.110987
13864,13577,7.889209263461022,159.33296
13863,12737,5.932220573382662,53.110987
13862,12711,7.139346715166445,53.110987
13861,13859,8.409447888379562,212.44395
13860,12711,4.981547873261208,53.110987
13859,12711,10.5249632048975,371.77691
7696,13858,1.4307395096456417,645.51687
13857,13351,4.784205930520953,0.0
13856,12757,5.303034638802413,1102.4554
13855,13853,1.774441413115319,53.110987
13505,13854,6.928160681688883,488.2153
13853,13505,11.825058996579676,159.33296
13852,13740,4.965424207273969,53.110987
13851,13497,0.53556071449996,53.110987
13850,12772,8.779509760955541,53.110987
13849,13206,1.8194474485598868,181.24974
13848,13846,0.2173217779396207,0.0
13847,12851,15.392369104409278,0.0
13846,12799,1.3543421775255222,55.420161
13845,13189,1.8663482976812857,0.0
13285,13844,3.801851014093839,27.71008
13843,13487,4.690009981897398,53.110987
13842,12819,3.3943841684063654,53.110987
13841,13840,0.30848391099299155,0.0
13840,12846,10.8732507418706,184.73387
13839,5636,13.960033449838491,53.110987
13838,12844,10.46467289554699,53.110987
13837,12824,3.2168199495908807,53.110987
12823,13836,6.0008144256208285,142.75113
13835,13720,3.743465397532834,27.71008
13834,13766,4.196997104678934,27.71008
12997,13833,6.468200863056514,11.185269
13832,13475,5.4635251031212695,0.0
13831,13701,6.88181402334881,55.420161
13830,5822,2.2901984183945223,354.07325
13829,13258,3.7135160928459343,53.110987
13828,13203,1.2884212074013195,0.0
13827,13556,12.811099114872219,53.110987
13826,2861,0.4611657113055123,0.0
13825,13824,0.30609552883843943,53.110987
13824,1657,1.1358202425526314,106.22197
13823,13822,0.3058636836569397,0.0
13822,12273,2.2984533134835967,106.22197
13821,13820,0.317911407511489,-0.0
13820,12260,1.7536477035570697,106.22197
13819,13266,10.102105339858532,26.555494
13818,13817,0.3087828528926246,0.0
13817,13718,0.9208999348670993,53.110987
13816,13815,0.4777950246967253,53.110987
13815,13609,4.8536030372062875,106.22197
13814,13813,0.49647946890449496,1e-12
13813,13527,1.2114406694665625,53.110987
13812,13184,1.4882303123298857,0.0
13811,12023,3.1475563103153403,0.0
13810,13434,3.030033590611097,0.0
13809,13277,1.8522701999675422,909.90464
13808,13261,0.44619070687024415,53.110987
13807,13540,2.27779937172687,-0.0
13806,13805,3.469529802809035,0.0
13805,13414,4.592531427021003,106.22197
13804,13390,2.2572342140213895,53.110987
13803,13642,2.1755031291322924,26.555494
13802,12790,3.3271216677716535,0.0
13801,13415,0.8630961794812899,26.555494
13800,13177,1.2466647580765609,0.0
13799,13461,1.5218965948091405,0.0
13798,12777,1.5599801565260738,50.845058
13797,13463,0.21851805909447214,0.0
13796,13624,2.302685239149777,26.555494
13795,13694,2.7099132844498386,26.555494
13794,13650,2.3697198070842886,26.555494
13793,13195,1.469154347781518,26.555494
13792,13424,2.3404340102428973,-0.0
13791,13289,1.0797876351903875,26.555494
13790,13303,1.004877731398108,26.555494
13789,13448,1.681077902604086,0.0
13788,13287,1.9388698260541801,61.962818
13787,13311,2.0481773000710586,61.962818
13786,13620,3.3732525610049136,26.555494
13785,13784,0.24666504193493569,53.110987
13784,13543,2.153883373884353,106.22197
13783,12697,5.011650381769377,354.35076
13782,12685,3.9430773491708173,26.555494
13781,13175,1.0684339251228352,88.518312
13780,13180,0.7232695517566061,53.110987
13779,13369,2.498179529343839,0.0
13778,141,10.555505320824025,53.110987
13777,13698,0.6957284365982529,53.110987
13776,13231,0.735809433246114,53.110987
13775,13387,1.1142941051915505,53.110987
13774,13651,1.2833569511932,0.0
13773,12576,1.1467905833292917,53.110987
13772,13563,1.9124167070576168,53.110987
13771,13484,1.6165084589133492,0.0
13770,13350,1.9153180456186507,0.0
13769,12159,8.097340131837958,0.0
13768,13657,2.026724250462874,53.110987
12656,13767,7.659420680129571,149.78187
13766,13646,6.1563851006168395,55.420161
13765,13646,6.416870463622159,167.3675
12361,13764,2.1126258502080377,145.74258
13763,12093,19.95690444858751,88.518312
13762,13204,0.7864772682540183,53.110987
13761,12193,0.9992596056556873,53.110987
13760,13606,13.800099973068287,168.18479
13759,12819,1.7390839126739213,0.0
13758,12820,6.666148311185424,53.110987
13757,12319,1.1226405848698877,26.555494
13756,12583,5.210020400244613,26.555494
13755,12664,10.468008542674296,-0.0
13754,12201,2.0826217319273668,0.0
13753,13169,3.9575544361001342,-0.0
13752,13096,8.43183448615385,-0.0
13751,6374,3.120429681315717,-0.0
13750,12236,3.740891592306547,0.0
13749,12955,11.818028780897864,0.0
13748,12740,3.84053639639132,5.6000446
13747,13662,2.0219370745939336,26.555494
13746,13522,1.3242019829462555,26.555494
13745,13007,2.272414648638206,55.420161
13744,13096,0.6739234388199079,-0.0
13743,12056,8.493370587786309,53.110987
13742,12108,1.6854399912405333,115.07381
13741,13721,1.5360683086777163,26.555494
13740,13487,6.877797117995209,106.22197
13739,13478,33.36449353874902,3.8486223
13738,13290,2.7493701783799187,26.555494
12023,13737,11.289636848100537,44.483534
13736,12124,4.147913456680537,-0.0
13735,13261,2.9616978559350304,53.110987
13734,13322,1.4760631914790976,53.110987
13733,12540,19.11550218038149,53.110987
13732,13713,2.767999881504721,88.518312
13731,12457,1.0330561365793605,0.0
13730,13478,31.33557635965277,-0.0
12476,13729,10.258945331519433,101.25914
13728,5013,5.006548588117903,404.57086
13727,12298,3.645558355164272,159.33296
13726,13007,0.8307745459230269,92.366934
13725,13445,0.796954938688381,106.22197
13724,12378,1.5300714349455482,191.66139
13723,12315,1.1964820377433754,26.555494
13722,1495,1.0734710954196869,92.366934
13721,4852,3.661842566228283,141.6293
13720,12815,7.656967685957672,55.420161
13719,13290,2.4124500153859696,26.555494
13718,12215,2.44596927156827,159.33296
13717,12892,1.6572282501650415,53.110987
13716,13391,5.2060155501566525,53.110987
13715,12712,1.694075273321645,0.0
13714,13308,0.8942011422041237,26.555494
13713,12693,7.753884270676747,280.94943
13712,13122,1.1441054266250679,53.110987
13711,13239,2.7967096917781413,1e-12
13710,13008,4.2111223795530215,106.22197
13709,12295,1.2939214230970972,0.0
13708,12628,1.0973211883308571,0.0
13707,12636,3.090136605999735,26.555494
