from,to,cost,flow
6440,12676,38.314161113793794,3.9660373
12675,2688,5.768624154976075,-0.0
12674,12673,11.118499409855596,34.793183
12673,3122,4.303726170666254,59.399178
12672,7433,6.310482670359739,192.27233
12669,12671,12.999127524972474,4.9601906
12670,12669,10.622297513791002,-0.0
6495,12669,11.22510149006363,6.6735187
2790,12668,27.111833952907823,3.9422411
1945,12667,10.359896424586713,1.6525155
12666,1945,35.878858319376555,261.11924
2790,12665,8.225930187579797,10.192716
12606,12664,34.306015651185156,2.4800953
12663,12662,13.367716419867815,7.1054274e-15
12662,6440,27.550840858394643,48.621433
12654,12661,6.918729796269856,2.2632853
12590,12660,17.521718381622932,9.7088593
12659,5486,3.8831839116168516,0.0
12658,12656,15.455329701435035,0.0
12657,12656,14.439046397735838,239.36672
12656,12650,8.992647658113096,0.0
3087,12655,21.009890718392914,5.7348899
12654,5486,10.571767579298125,37.569409
12653,12652,9.161602680905098,12.305292
12652,12647,17.724961412010746,0.0
12649,12651,12.625837497466822,0.17186162
12650,12647,16.89992762476926,-0.0
12646,12649,3.6408147975633747,5.5974006
12647,12648,12.352883194215487,5.2589654
12647,5486,31.247772741779713,15.677343
12645,12646,8.213712884640271,5.7613302
12640,12645,6.878111977179199,5.8009905
12644,12642,7.349141931954737,0.12691319
12641,12643,4.9563169271846705,0.12691319
12641,12642,4.751976702393631,2.7755576e-17
12640,12641,15.56153046224487,3.0935091
12608,12640,20.182271801923342,12.247123
12637,12639,4.4476053687811525,464.21936
12638,12637,1.9082530436412863,0.0
12635,12637,7.964937284908003,271.83319
12636,12635,3.5529689960020927,52.978786
12621,12635,17.95188348116892,218.86763
12629,12634,3.8173733038998994,0.013220124
12633,12630,0.954332041237881,0.0
12632,12629,0.9343062120625069,0.0
12526,12631,1.488857357377991,0.17186162
12630,12628,4.213799797653409,26.444445
12526,12629,4.1779872919789645,0.013220124
12628,12526,11.79014997039165,26.312243
12623,12627,5.348971613172975,0.11633709
12626,12625,1.425387237040908,0.0
12624,12625,0.5735579994653389,0.071388671
12623,12624,1.6286290806056605,0.12691319
12622,12623,6.05839543389668,0.41246788
12619,12622,6.7741538759251965,0.81435966
12618,12621,2.848695371700505,218.97339
12620,12618,2.4802043582027333,26.555494
12619,12617,2.512452473201688,25.400055
12618,12617,5.5710129833941515,0.0
12617,4915,10.499209634124774,51.955548
4915,12616,21.584350583370416,1.9697985
12615,12555,5.089095674414717,0.0
12614,7098,6.002325159870682,135.82177
12613,12611,6.2779440561921565,0.0
12610,12612,4.372174482646205,5.2060849
12611,12608,6.76393707820677,23.415484
3221,12610,6.1116402220323245,12.10699
12607,12609,3.7664014689023784,5.0157152
12608,12607,18.61204383029838,0.0
12607,9274,10.008718937238356,9.6930911
12606,12603,12.131913060156942,149.34384
4556,12605,13.13757920186606,9.5898782
12604,4556,2.6056664761345143,0.0
12603,4556,12.068909925059344,145.0658
12601,12602,5.611939159039592,0.089896845
12597,12601,9.25995209760873,14.402999
4266,12600,7.271705898859966,10.322273
12599,12597,6.749767734718572,106.22197
12598,12597,1.0128882841290676,0.0
12597,12595,10.330673176819358,173.21356
12596,12591,1.1769152632644393,0.0
12595,12593,2.889801325261771,172.58428
12594,5019,4.034936774654069,0.0
12593,7504,8.612936416900434,463.7865
5019,12592,7.133385366875393,8.1092242
12591,5019,11.873744495390005,12.868469
12590,12589,7.7450255829663694,11.614109
12484,12589,19.0090539587996,12.888069
12588,12580,1.4825008416837069,-0.0
12587,12586,2.997158428913439,518.61015
12586,12580,3.18995624832404,518.44357
12585,12579,9.564070427801852,106.1453
12584,12581,9.189701351000412,0.0
12583,498,15.627764225583674,19.363746
4850,12582,30.457107852489507,5.6211968
12581,3737,4.4649498374219325,0.0
4266,12580,12.198536438435493,287.53695
12579,12577,2.2013368901227905,211.70098
12577,12578,10.992877895977006,0.068744646
12577,789,7.2271721501225334,211.41278
12576,12574,3.152707795484735,0.0
12572,12575,2.9559279162505065,0.70859866
12574,12572,6.742121135902777,105.85446
4368,12573,14.954052117841623,8.611589
12572,789,5.482432362147822,98.641555
6027,12571,10.251357029355367,0.026440249
12570,12569,18.428586537899573,1.0616508e-15
12569,12483,14.988172965990026,105.59534
12477,12568,6.380511839485666,3.728075
2779,12567,14.967191552487677,0.15864149
12566,1882,10.022691701038172,319.1434
12565,12559,9.663685243751194,0.0
6652,12564,8.653691227804202,0.039660373
12563,12559,6.713396003195062,-0.0
12562,6652,2.4732250416820643,0.0
801,12561,19.915571500201594,11.221241
6871,12560,7.406923762971203,4.8755818
12557,12559,21.360151618950905,13.222768
6871,12558,70.48074548549154,13.122295
12557,6652,25.195955917276322,8.7347661
3930,12556,6.599160373516075,0.09254087
12555,5218,10.101724403951327,0.0
3930,12554,7.82315506926621,1.168659
12550,12553,6.415616421183162,0.40982385
12552,12547,2.6707270321809045,26.457665
12551,12550,9.972827778480404,-0.0
5780,12550,14.48336917160705,0.40982385
12547,12549,10.684005422655508,0.69537854
12548,12481,2.26203728163172,187.69038
12547,3930,4.5579460096789335,7.021438
12545,12546,6.1312951469162345,0.074032696
12545,12452,13.375791039477939,53.036955
12544,12543,1.2381646949464729,0.0
12537,12543,3.8904573425818443,0.23003016
12542,12541,9.492598935975272,1115.2908
12541,12538,6.006816831577779,1141.5052
12539,12540,18.628074708558326,243.88694
12539,12456,25.36959465854171,0.013220124
12537,12538,8.252175737897302,738.71909
12536,12537,8.069777808706815,474.2327
6212,12536,4.787212857372261,447.69043
12522,12535,2.4967937206709268,0.052880497
12534,12532,1.9253474525285665,-0.0
12532,12533,3.6938259933483946,1.0000334e-12
12532,12531,3.215923587160837,0.0
12531,6212,6.00007719417517,-0.0
12530,12524,1.8739307882469476,0.0
12521,12529,9.070424498498381,0.17450564
12527,12528,6.664569671347978,0.11104904
12522,12527,12.557284557815498,0.11104904
12526,12523,0.7422407394515392,26.127162
12525,12523,2.755472049713067,0.0
12524,12485,7.506107198260681,-0.0
12523,12485,15.310102680341297,24.538103
12519,12522,1.0505693170677315,0.17714967
12521,12519,8.827477907946092,26.367768
12520,6546,2.879653785217534,0.0
12519,12518,3.1356207892816825,26.092789
12518,12517,1.7660477995506325,26.092789
12517,6546,8.149619901356887,26.092789
5862,12516,3.9434175071700115,0.31463896
12515,6546,15.992587721089635,365.99972
12514,12513,0.924529810034603,-0.0
12474,12513,1.7828048246963806,0.013220124
12512,12508,0.8066895565521885,0.0
12509,12511,1.7291941321346125,0.026440249
12510,12501,1.5336128960674282,0.0
12508,12509,0.7162465480907837,0.15335344
12507,12508,0.9121482034830504,0.16657357
12507,12496,1.3356946262909797,-0.0
12501,12506,1.2690001794661698,0.071388671
12505,12497,1.0309110964671377,0.0
12504,12500,2.437473702593476,-0.0
12502,12503,1.80238514958406,0.026440249
12502,12497,2.46078491889378,0.0
12500,12501,0.8799673377271482,0.23267419
12497,12500,5.234030005887167,0.24589431
12499,12498,0.9466918550636113,-0.0
12498,12495,1.155407228830936,0.0
12497,12495,2.140573043438402,0.47592447
12496,1660,0.8591023540131425,0.0
12495,12494,0.9665445188907347,0.20887796
12494,12492,0.484965462408508,0.0
12493,5528,10.974961527685712,0.0
1660,12492,1.3347603527436944,0.84344393
12491,12489,0.42591951595996297,0.0
12487,12490,0.6537599296369234,0.089896845
12488,12489,1.0913812832728476,0.026440249
12488,12487,1.1553808227325686,0.0
12486,12487,2.2723256333722817,0.36751945
12486,12485,0.8849802838299301,0.0
12485,1660,11.747709435840662,24.00401
5486,12484,24.591894683858115,39.502823
12483,7584,9.15551285049143,105.59534
4317,12482,6.161943549590563,0.63720999
12481,6397,19.664980966075753,187.23825
12480,7724,55.00167776591741,0.0
7724,12479,48.791394125394504,11.631065
12478,3820,15.628032006358833,18.993583
12477,2779,18.694357982023455,146.01229
2670,12476,8.7876240954963,105.24897
12473,12475,2.4013946096567254,1.5388225
12473,12474,2.9319973087995073,0.039660373
12470,12473,6.276187600567081,1.591703
12471,12472,6.176590609976441,0.063456597
12469,12471,1.2059424723705994,0.089896846
12469,12470,1.6882646582409666,1.6181432
12466,12469,12.422629997412146,1.7080401
12464,12468,6.8048561439591,0.026440249
12467,12465,1.2788804780755196,25.889199
12464,12466,10.427101417496702,1.7344803
12465,12457,3.286518023747184,25.801947
12460,12464,5.539628063977358,1.8904778
12461,12463,3.574043562107865,0.013220124
12460,12462,3.050370307513692,0.013220124
12461,12458,2.4526988856947693,0.0
12451,12460,6.717585960327646,1.916918
12459,12457,4.1212255240216775,-0.0
12458,12457,1.6592151887007538,26.373056
12457,12451,6.910490179013103,71.483224
12456,12455,12.0459046961217,0.013220124
12455,12454,27.084119496477875,0.0
12454,12452,11.618234859348966,26.555494
12453,12451,4.929901867806444,0.0
12452,12451,4.973290831448628,79.566008
12451,7359,13.130480957822163,148.71191
12444,12450,11.250660097476155,0.56582132
12449,12447,2.953415186095358,138.5504
12448,12445,1.201737552820182,0.0
12447,12446,4.707071925024203,415.19114
12446,12445,1.5633414560857064,415.19114
12445,12444,10.837702046798617,464.8411
12444,7021,18.35511166206587,463.14364
12443,12442,2.7047489176294133,190.08586
12442,12438,1.6755971008221784,189.72099
12441,12438,4.837936471758475,0.0
12438,12440,2.4220315229531995,1e-12
12439,12438,1.4048151190317755,0.0
12438,12437,4.7555314105021065,4.3282687
12437,3594,9.027330387968659,0.0
12436,12435,0.7819214608648314,0.0
12434,12435,2.3980216026085426,0.052880497
7021,12434,17.817886205105324,0.4574163
12433,4391,17.002477710845362,242.03369
12431,12432,5.183434205652996,0.14013332
12431,12429,4.544045738990651,0.026440248
12429,12430,0.661289392775544,0.013220124
12429,12339,6.293398659163767,0.0
12428,12339,21.701238210493322,361.95342
12426,12427,0.9901151617178067,0.042304398
12424,12426,1.8475279198422367,0.068744647
12425,12420,0.8469952916061949,0.0
12420,12424,2.191948101435031,0.095184896
12423,12420,2.373715561617733,-0.0
12420,12422,3.139836236375579,0.039660373
12420,12421,7.690512967803743,1.0470338
7945,12420,10.034272813777395,13.537407
12418,12419,7.811065380060254,0.11633709
12417,12418,6.361084260676916,0.38073958
12415,12417,9.357971746624296,0.38073958
12415,12416,9.368607054924647,0.16921759
7945,12415,49.44647519262246,0.70595464
12414,12410,1.4858844474379642,0.095184895
12412,12413,9.822854122735682,4489.1878
7945,12412,31.197536134811184,4490.2798
12411,12409,1.3080803413300104,-0.0
12410,12409,2.360147513195607,0.0
12409,2917,12.073907576476282,0.0
12408,12405,3.5978592517450805,-0.0
12407,12398,1.0590963827092,-0.0
12406,12401,3.5560701360063316,-0.0
12398,12405,4.570563158114708,0.013220124
12404,12403,2.3297436571159325,-0.0
12403,12401,11.431597581380991,-0.0
12402,12401,3.2375535424057165,-0.0
12401,12172,9.386287509833325,-0.0
12400,12399,20.265159385573057,0.0
12399,12398,8.68211253222881,-0.0
12396,12398,11.585022518844807,0.026440248
12396,12397,10.05799074829016,0.4891446
12172,12396,26.836880746299308,0.51558485
12395,12391,12.143413793889332,0.0
12394,12392,0.8699893640818683,0.0
12387,12393,6.54515047253639,0.055524522
12391,12392,4.323276044141396,0.026440248
12390,12391,1.1600587247771195,0.16392954
12387,12390,13.824828388472643,0.19036979
12389,12388,1.6627204268986973,-0.0
12385,12388,10.295726241423417,0.039660373
12386,12387,74.78533705467491,0.44948423
12386,12384,8.232392037620404,0.0
12385,12384,18.221592314921324,0.0
7945,12384,65.06947974171207,2.8423267
12383,12382,50.39911217707683,79.076863
12382,4391,31.55514208943091,75.10025
3901,12381,42.760496899219234,2.6122966
12380,12377,2.930752565265222,0.0
12379,12378,5.087561996785723,26.542274
12378,12377,2.2768505675893485,217.64313
12377,12347,7.40468459588953,217.64313
12376,12347,5.1870267713921,0.0
12375,7845,7.811461203532114,0.0
12365,12374,4.089484595239114,652.8783
12373,12370,1.0247354704749017,0.0
12372,12364,5.364132728643396,656.58156
12371,12369,1.0600034467641897,0.0
12367,12370,1.037504784591636,0.29348676
12367,12369,1.3931640989213725,0.22209809
12367,12368,2.7992413717729616,0.013220124
12355,12367,3.7266145274071922,1.493874
12362,12366,4.08523894771276,0.63985402
12364,12365,7.233377976736572,653.72967
12364,12353,4.552657941746802,55.962874
12363,12362,6.516203947748125,5.4704874
12361,12362,14.119646557513791,9.9653619e-13
12361,6547,4.666213515769518,0.0
1349,12360,8.332893545210386,82.683945
12359,6547,6.627021192003835,5.1159077e-13
12358,12354,0.5024344011712093,0.0
12357,12354,2.57208134667759,86.712443
12356,4643,2.448738061850751,25.936792
12355,12354,0.7161494763816533,0.0
12354,12353,1.0476731473731493,83.909777
12353,4643,8.775787168790211,0.0
12352,12350,4.198488583718065,0.0
12351,12339,9.8118672491467,-0.0
12348,12350,4.939051056804807,0.12691319
12346,12349,9.274789989846573,657.82425
4483,12348,13.526313251478545,2.020035
12347,12346,1.8221434929769544,229.7596
7845,12346,19.930587444439585,431.61557
12345,7056,24.169546212656215,0.0
12344,5458,1.7845922682297803,88.375535
7326,12343,1.654250533958001,217.62969
12342,582,3.3759322247366534,23.001924
4989,12341,2.123317994315901,218.98661
1375,12340,12.002990340123787,21.242096
12339,950,17.725563060008113,361.77891
7312,12338,5.672119677897508,3.2706587
12337,101,2.9603989289028783,53.097767
12336,560,2.565646841344519,0.0
4646,12335,3.467172573102734,1.1025584
6800,12334,1.425342029896307,229.75518
12333,7122,1.5561740187084299,0.0
5695,12332,2.2132080213865417,0.12162514
4517,12331,1.9760096673130518,0.013220124
9260,12330,2.6754240619802756,122.36
3470,12329,1.7778069873526545,167.02041
6626,12328,1.7015921660619822,38.787845
1400,12327,2.659196810993111,2.7473138
5552,12326,5.666014233416732,494.85167
769,12325,1.5964775184036466,0.039660373
12324,3497,0.21364408954158104,0.0
6039,12323,2.9274380785101997,176.89385
12322,6400,1.5120392372408344,181.635
12321,6199,1.1531765240992826,126.87116
6697,12320,1.5069589556946328,713.1203
12309,12319,2.5396098902381574,2.341054
12318,4590,7.535105554919764,115.06059
12317,4593,1.824495804837356,76.216028
4414,12316,2.0071824085449332,562.26099
5624,12315,3.2422211020712473,239.79198
12312,12314,2.1092753055454057,0.25911444
12313,12299,8.586331395393747,147.31587
12310,12312,7.382743904359393,9.2911033
12311,12309,1.0706365298240106,0.0
12309,12310,3.9774775594661875,9.9706177
12254,12309,8.067357104014233,40.169118
12308,12300,1.668931290859247,143.75966
12305,12307,1.530173336156336,0.17714967
12306,12305,2.7844896954027645,0.0
12302,12305,4.007503251177797,2493.7447
6672,12304,5.970601051673946,18.72234
12303,12300,4.312675708541738,0.0
5333,12302,5.682210419779942,2124.9075
5333,12301,11.681035425989757,0.79849551
12300,12299,2.0024380559536112,143.72
12299,5333,10.113238662658146,283.92608
12298,5333,10.398669823844608,134.79906
12294,12297,3.4579521288919977,0.063456597
12294,12296,2.3253960484968594,546.81359
12294,12295,7.0399195580503795,49.104317
12293,12294,9.178971853620222,403.55025
12292,12293,12.239419166152468,403.66923
4391,12292,24.454766325617225,317.13394
12291,12290,0.7120331042198018,0.0
12290,12285,1.2940972182885444,53.047531
12289,5870,9.659189611152401,83.306939
12285,12288,3.0262432041784866,8.7543663
12287,5005,7.008728810730592,0.0
12286,4949,2.4559593940509594,0.0
12285,4651,1.3508009003593333,87.076591
2508,12284,3.7901210914569887,7.8183815
12283,6053,2.3594951375922157,100.3258
12282,4633,0.6948507090172282,0.0
6580,12281,5.643609245399934,715.96801
2339,12280,4.352965104360402,109.51815
4633,12279,0.6070227956530561,64.027246
4949,12278,20.936872986343502,2.1019998
617,12277,13.534706180380507,0.97035712
12276,12208,27.666583165459542,1012.2814
3901,12275,16.559028200492435,5.6449931
12274,12216,3.373213277538195,-0.0
12273,4742,4.240296730140868,105.38523
12272,12271,1.1580362220113876,0.0
12271,2861,1.8715563616320379,106.16909
2861,12270,7.551766834623123,9.3122555
12269,2861,2.967765632110531,0.0
12266,12268,2.3158591767214043,39.454599
12267,12266,7.7831925948363105,51.638265
12266,12262,8.276297679382587,6.2346106
12263,12265,1.1284014552669277,0.026440249
12264,6672,9.574212065321838,78.457798
12263,4493,15.873054833022191,19.054395
12262,2861,17.788520847931007,0.0
12260,12261,5.55451087498262,0.54731315
12260,12258,8.492595800474028,93.364082
5111,12259,7.6567900024606095,2.4562991
12258,2861,10.972421230205024,6.5722417
5111,12257,13.288480313918413,3.0379846
1908,12256,17.37352980745148,4.6614158
12255,12249,4.648851429478942,0.0
12247,12254,2.4775121317016886,15.163023
12253,12247,2.7051839817770564,0.0
12252,12251,5.773246789146235,0.0
12251,12244,3.831547006681645,645.94625
12250,12248,4.138159108698038,0.0
12248,12249,8.150916166123059,13.262429
12244,12248,4.6785076095204285,99.417979
12247,12238,9.592757934625482,28.996485
12246,12242,1.7332340626372165,6.4920292
12245,12244,0.4554779121024986,0.0
12244,12241,1.8031549409169065,541.57337
12243,12242,3.7593047206786867,1e-12
12242,12232,5.628620159608563,-0.0
12241,12240,4.1187729439646095,498.93318
12240,12239,3.482949768343542,302.94484
12239,12238,9.014539581331764,30.012842
4652,12238,12.6270116350577,126.53611
12237,980,8.290892956723132,105.40497
12236,12234,7.198197209804151,88.372891
12235,12233,13.992133874190534,-0.0
12234,1116,18.13139548376729,79.663473
12233,980,3.6427109195144887,209.19335
12232,4333,7.623768103339457,40.944881
12231,1908,3.3193294684794212,0.0
12230,6447,10.915099980453853,52.685299
12229,12204,3.200509980358584,0.0
12227,12228,2.563278518093035,0.30935091
12227,12204,7.128762372560509,5.8887033
12197,12226,4.244413870651518,0.026440249
12223,12225,9.38656889227381,0.26175846
12223,12224,15.250592109704401,0.055524522
2574,12223,13.15153704846685,1.0708301
2469,12222,8.644043310511778,5.0157152
12221,1657,6.6725812155546524,0.0
12220,12218,1.8039721597510505,-0.0
12218,12219,19.39907724550335,0.48650057
5699,12218,30.45944430124931,0.48650057
12217,12204,12.373084720298369,184.21348
1657,12216,1.7337295409004072,18.299296
12215,12212,1.7023769636383,0.0
12212,12214,2.403259804562752,0.67158231
12213,12212,4.241303707678084,0.0
12212,12211,4.950927911073607,89.268947
12211,12206,11.186279932053898,112.84089
12210,12209,6.1847322897947254,0.0
12208,12209,9.485194890134611,1.7900048
12208,3901,27.7815632925754,1325.3235
12207,5952,3.623371660169378,0.0
5496,12206,15.801925078795684,315.82695
12205,12204,2.6087612586922684,53.084547
12204,12203,7.430701005421981,234.98761
12203,5952,17.41498450752117,233.66031
12198,12202,18.20890508130203,0.37016348
12201,12199,1.6306971863921087,-0.0
12199,12200,12.285648703430956,0.026440249
12198,12199,5.586543780646276,0.57639742
12198,5299,36.905940104059425,25.595713
12197,3138,14.410557932856674,0.0
5299,12196,9.99195243359356,0.97564517
12157,12195,13.045703810710346,0.026440249
12194,12193,2.668958055340671,105.80951
12193,12156,15.886517762578988,157.33408
12192,12190,8.294552539267674,194.27758
12191,6249,26.30568260962557,362.93886
12190,6249,36.06540390580884,296.90633
12175,12189,31.372345699362747,20.052285
3874,12188,32.37320846835866,0.013220124
12187,7648,11.852581808420561,100.89162
12185,12186,2.1593955304002614,0.16392954
1327,12185,0.6577341440951532,0.16392954
12184,12183,0.201060359450994,0.0
12183,12181,11.356952177260938,-0.0
1327,12182,5.079414456519891,2.4800953
12181,3680,19.50238591669991,-0.0
12180,27,16.166274738174238,-0.0
12179,12175,7.357519808042066,158.85439
12178,12175,2.229120881791142,318.10539
27,12177,20.955223636246455,6.7369753
12152,12176,25.462849937244137,2.0755595
12175,1897,17.012224931646447,5.7216698
12174,12171,8.035970713796226,-0.0
12171,12173,8.005771756957483,0.026440249
12164,12172,21.144766206041368,0.51558485
12166,12171,16.393511808253606,0.10311697
12170,12168,7.64170207232474,0.0
12169,12165,3.5439211223086593,-0.0
12168,12165,9.120455280589201,-0.0
12167,12166,2.026011409644886,0.0
12165,12166,16.070828955753125,0.97300115
12073,12165,37.53740716727783,0.98622127
3530,12164,75.08788685923594,2.8423267
12162,12163,6.0042499711171775,2.4034186
12160,12162,45.48524471365438,2.8449707
12070,12161,66.22163483648416,1.8428853
12160,12150,45.47047577382299,0.0
12159,12156,39.13344669463475,105.16172
12158,12148,21.383988245056763,98.76318
12156,12157,6.350426750136163,0.11104904
12156,12146,37.735354282995495,261.79249
12155,12154,33.819731614505564,2.5937884
12154,12153,21.855748648060548,0.0
12153,5450,43.0471201825156,-0.0
3680,12152,45.06328831819679,3.0776449
12022,12151,85.81685106463225,0.77998733
5450,12150,60.41421241478769,0.25382639
12149,12147,12.960677898074474,52.58747
12148,12144,18.366742047204543,255.90425
12147,12144,1.9786342566551747,93.604688
12146,12144,73.95022176578189,261.36945
12143,12145,36.90753092645464,0.013220124
12144,12143,37.05918473882828,607.57335
12143,6305,78.13336789561752,607.11329
12141,12142,36.660339576467535,5.4387591
6298,12141,47.697213449749675,7.3186608
12140,7220,49.46618844561847,156.17335
12139,12138,25.731301850695218,7.3186608
12138,6298,29.054062991863198,7.3186608
3531,12137,7.34059674953753,0.85666405
12136,12133,12.558034047491493,424.99722
12134,12135,16.216012369218035,1162.9788
3531,12134,10.117247468719336,1111.4067
12133,4340,32.57860572192273,436.76095
2070,12132,24.348731425664905,15.486054
12131,7132,46.88180075805499,437.69747
12130,6806,63.33733071571875,19.599064
12129,12128,4.663555685947234,0.0
3309,12128,50.156123584772274,4.1193907
12124,12127,41.702891574288316,0.36751946
12123,12126,53.490884999864086,0.35958738
12119,12125,16.057168374440227,0.8725282
12124,12123,3.015451773976826,37.328803
12122,12123,13.740845253106185,5.425079
12122,2704,31.115581454398995,363.32971
12084,12121,77.58234322719963,0.26440249
12117,12120,51.65163747720876,0.3622314
12116,12119,15.709461779760085,1.0100175
12011,12118,88.71728512570938,13.212192
12117,12116,40.74535449663008,434.86384
12116,12093,10.077591249326527,568.63245
7313,12115,7.938278092315267,53.110987
12114,6669,8.177672629683718,0.0
484,12113,4.594815912768059,11.969501
12112,7391,4.3155521859519,-0.0
12108,12111,4.221095393687248,0.14013332
12110,4243,12.906018274319505,0.0
4761,12109,0.74097078199229,16.995792
12108,4852,8.247511595251968,88.377087
12107,12106,4.84965039897263,0.0
12104,12106,10.243248151430954,1.0919823
12104,12105,21.87555914038813,8.9473801
12104,595,35.570647601052684,575.23106
12103,12037,10.907602722878535,-0.0
12102,12100,0.9436003365471791,-0.0
12101,12100,2.7264855968889887,0.0
12094,12100,10.38941415280818,0.013220124
12099,1603,21.0850870134325,0.0
4085,12098,20.980621242005313,9.0055487
12097,12096,3.6619164290942274,-0.0
12094,12096,21.803242113126974,0.052880497
12094,12095,7.069116882046222,0.31463896
12037,12094,57.07179159977913,5.0685956
12093,431,23.50821325932415,648.84324
12092,7350,7.810328669068429,-0.0
12091,5142,11.970061020419307,689.57828
12090,5142,5.648728561424207,104.95549
12089,774,23.926461230191133,304.90113
12088,12085,2.427744907027446,79.605668
12087,12086,9.410119188434546,0.0
12085,12086,4.0999242954850885,1.2400477
12085,11979,20.25942854687645,73.270585
12081,12084,8.491132383267963,1.2955722
12083,56,43.018893803242285,-0.0
56,12082,37.37286626052236,2.4774513
12081,56,50.83838239453481,146.96421
12010,12080,194.82786688927672,0.26440249
12078,12079,0.9077070779716291,0.26969054
12077,12078,92.10511826938955,0.34372323
11987,12077,91.6963199966555,0.5420251
12075,12076,1.890839994531364,0.013220124
12047,12075,10.68434873334129,0.074032696
12074,12038,11.04140313192504,-0.0
12072,12073,17.14880193065039,0.98622127
12072,12071,4.747254463832432,0.0
12070,12071,3.591897168725764,0.98622127
12038,12070,51.17402006952557,2.8291066
12069,12067,0.6833622673004599,1e-12
12068,12066,20.998699632387407,2e-12
12063,12067,3.3293882267866852,0.10576099
6131,12066,15.505670872166611,375.75113
12065,11981,3.5407465850502726,-0.0
12057,12064,9.618533494760479,6.0204446
12057,12063,16.614273596280523,6.808364
6131,12062,25.085767731025893,4.463114
12061,12058,11.288599762220425,-0.0
12055,12060,7.340935950264958,0.013220124
2105,12059,44.654401246944914,0.20358991
2481,12058,20.472529809410474,0.060812572
12057,2481,26.982659363861615,93.329709
12056,12009,8.506853497686244,0.0
12055,12009,14.683461909012868,188.79294
12054,2481,29.030064342548084,202.98627
12053,12052,15.284543243165556,-0.0
12052,12051,0.594334537844361,-0.0
12051,2481,33.29724116279782,-0.0
12050,12048,1.777356085773207,0.0
12049,12048,7.232439442920307,0.0
12047,12048,12.251418331590513,0.066100622
12046,12047,46.60461971167588,0.32257103
2481,12046,77.46298240539201,4.9496145
12043,12045,1.1727446632073961,0.10576099
12041,12044,14.278208185382653,0.22738614
12043,12042,18.705144362837,0.0
12041,12042,42.92684933468433,0.47592447
12041,2105,46.34198585206948,104.58532
12040,12037,11.443254498154364,-0.0
12039,12037,28.713750324359644,-0.0
12037,12038,35.325927719975894,2.8291066
11971,12037,86.6841269323511,8.0351915
12033,12036,1.5860857051322155,0.16657357
12033,12035,1.233335544160231,0.4151119
12033,12034,3.0948587749567262,0.50236472
12032,12033,23.073161774470705,1.5044501
2105,12032,7.307459213419251,4.4102335
12031,12028,4.22915035541925,0.0
12008,12030,15.681218193553015,1.1422187
12028,12029,8.887677181169412,1.7212602
12028,12025,2.3777885296789525,49.10529
12026,12027,2.375448442833454,0.62663389
12025,12026,4.183788515449856,2.6096525
12025,12012,16.151182245676587,45.583449
12024,12020,0.09682110303641364,0.0
12023,12021,5.476232863249833,0.0
12022,6375,54.676538946002786,162.76002
12021,12020,7.1386541376475465,0.0
12020,12005,3.807842788272377,11.985365
12019,6375,28.79378359997232,414.62804
2499,12018,40.04809287206078,0.42833203
5673,12017,6.494369788896871,1.2347596
12014,12016,10.329206944520426,0.56053327
12015,12014,6.80032045302774,0.0
12014,5673,31.292275840204194,1.2347596
12013,799,38.273886924968785,106.00781
12012,12007,18.284681058369998,40.432888
12010,12011,83.55658974983797,13.212192
4867,12010,125.02014198336163,14.04506
12009,2105,33.552615506856775,212.52881
12007,12008,19.19758202486344,2.3981305
12007,3615,4.730677533132302,0.0
12005,12006,7.404892739826089,0.15335344
12005,4629,44.56685054196538,-0.0
6506,12004,6.490669279267895,0.97300115
12003,12000,6.844470711823927,24.590983
12002,11999,4.972447765801712,0.0
11999,12001,41.01689259338756,1.3643168
12000,11999,85.19425508355127,48.383471
11999,4642,71.53650397795539,42.701461
11998,11993,13.372482819470065,-0.0
11987,11997,38.80858059820298,2.4615871
11993,11996,4.0876814114325395,0.37016348
11995,11994,1.3842961860578058,0.0
11987,11994,69.08299521161136,0.74825903
11992,11993,1.0424367638595893,0.42304398
11991,11992,60.93165672452686,0.58961754
11987,11991,130.4468498703107,0.82229173
11990,799,46.61337489042421,157.58526
11988,11989,8.793100240437504,0.25647041
11987,11988,243.5949046227532,0.30141883
1828,11987,228.39087159111776,5.0500875
4664,11986,19.838898879261045,0.24060626
11985,11984,14.990719430323793,177.96098
11984,4664,33.45513033266221,282.44054
3957,11983,47.29366089837917,0.013220124
11982,11978,11.384369844313929,0.0
11981,11980,16.427418334247687,-0.0
11979,11980,19.034252921118384,0.81171563
11979,11978,36.97033226468853,72.154806
11978,6131,41.983199418492376,71.967081
11977,3938,33.86727350078941,50.530419
11976,11975,7.198600276205559,77.788131
11975,2704,28.937452731650314,75.585659
11970,11974,4.188638717758593,0.45477228
11973,11970,4.955515939157127,218.93108
11972,11970,15.855143763175393,105.69317
11970,11971,24.31061252516608,12.569694
11970,6131,101.82774566252455,308.24716
11969,5078,34.68617292130515,145.85108
11968,1460,13.476817342729998,20.341183
11967,8803,3.5426120485306676,1.0006418
11966,692,3.7428916659058418,0.76972445
11965,11089,0.004104422438974082,0.0
11964,2662,0.6914627513566305,0.0
11963,8768,2.744124850523815,1.1545867
7530,11962,2.4235022654879192,60.802857
11961,7028,1.3313056507262555,0.0
11960,10710,2.324229052794049,0.38486223
11959,8490,2.224406316052738,0.0
11782,11958,1.7125573250352357,52.61726
