node,inflow,supply,max_supply,demand,outflow,lhs = inflow + supply,rhs = demand + outflow,flow_balance_ok,supply_ok
63,0.05413982275585745,2.0384224621829953e-09,0.0,0.0,0.054139824796320804,0.054139824794279916,0.054139824796320804,True,True
64,0.0272482504662969,2.023129015612899e-09,0.0,0.0,0.027248252491449403,0.027248252489425914,0.027248252491449403,True,True
65,0.0337963733827758,2.221497665124573e-09,0.0,0.0,0.03379637560649219,0.03379637560427347,0.03379637560649219,True,True
66,0.039010830323612876,2.1507323044954222e-09,0.0,0.0,0.03901083247650189,0.03901083247434518,0.03901083247650189,True,True
67,0.049179958459419804,2.17245517686597e-09,0.0,0.0,0.0491799606340546,0.04917996063187498,0.0491799606340546,True,True
68,0.07910725129346141,2.1019052928402435e-09,0.0,0.0,0.0791072533974337,0.0791072533953667,0.0791072533974337,True,True
69,0.07407170982048665,2.1496908086315533e-09,0.0,0.0,0.07407171197232046,0.07407171197017746,0.07407171197232046,True,True
70,0.008999101169601204,2.197273920818329e-09,0.0,0.0,0.0089991033690764,0.008999103366875124,0.0089991033690764,True,True
71,0.005596230650541301,2.202726031393139e-09,0.0,0.0,0.0055962328554697,0.005596232853267332,0.0055962328554697,True,True
72,0.06597731822601159,2.2185834687550567e-09,0.0,0.0,0.0659773204468037,0.06597732044459506,0.0659773204468037,True,True
73,0.07167577043202811,2.2173123841649635e-09,0.0,0.0,0.07167577265156429,0.0716757726493405,0.07167577265156429,True,True
74,0.0261067862579877,2.2010193977537304e-09,0.0,0.0,0.026106788461207203,0.0261067884590071,0.026106788461207203,True,True
75,0.039126699920255664,2.2111874684532316e-09,0.0,0.0,0.0391267021336088,0.039126702131443133,0.0391267021336088,True,True
76,0.00912429176672943,2.222602740421945e-09,0.0,0.0,0.0091242939915546,0.00912429398933217,0.0091242939915546,True,True
77,0.04064106714951889,2.0803555039754543e-09,0.0,0.0,0.0406410692319584,0.0406410692298744,0.0406410692319584,True,True
78,0.012397773799705783,2.207851549933157e-09,0.0,0.0,0.0123977760097033,0.012397776007557332,0.0123977760097033,True,True
79,0.06791761005942912,2.2116074937381514e-09,0.0,0.0,0.0679176122732576,0.06791761227103661,0.0679176122732576,True,True
80,0.058079707640780236,2.202720261853717e-09,0.0,0.0,0.0580797098456975,0.0580797098435005,0.0580797098456975,True,True
81,0.05584344135913405,2.2130029224991532e-09,0.0,0.0,0.0558434435743497,0.05584344357213697,0.0558434435743497,True,True
82,0.0398992455225523,2.0416070467105503e-09,0.0,0.0,0.039899247566201904,0.03989924756415935,0.039899247566201904,True,True
83,0.02238278275048507,2.193428939300028e-09,0.0,0.0,0.022382784946106002,0.02238278494391401,0.022382784946106002,True,True
84,0.05356764377208,2.2068740619979387e-09,0.0,0.0,0.053567645981168296,0.05356764597895407,0.053567645981168296,True,True
85,0.13272235946035846,2.100948101299724e-09,0.0,0.0,0.1327223615634,0.13272236156130657,0.1327223615634,True,True
86,0.0705544206761987,2.214236575448626e-09,0.0,0.0,0.0705544228926277,0.07055442289043527,0.0705544228926277,True,True
87,0.04500888418102359,2.2058286620303353e-09,0.0,0.0,0.04500888638905286,0.04500888638685225,0.04500888638905286,True,True
88,0.0974558837022453,2.097151124244677e-09,0.0,0.0,0.0974558858014936,0.09745588579939642,0.0974558858014936,True,True
89,0.0360456005090365,2.2090257317695035e-09,0.0,0.0,0.0360456027202479,0.03604560271806223,0.0360456027202479,True,True
90,0.03182816437831136,2.212573550964936e-09,0.0,0.0,0.0318281665930948,0.03182816659088491,0.0318281665930948,True,True
91,0.09603123203347082,2.0703325778448832e-09,0.0,0.0,0.0960312341058713,0.09603123410380339,0.0960312341058713,True,True
92,0.0039632866758053,2.103032166558005e-09,0.0,0.0,0.0039632887809371,0.0039632887788374664,0.0039632887809371,True,True
93,0.04362271574580277,2.2180682048068837e-09,0.0,0.0,0.043622717966081095,0.04362271796387098,0.043622717966081095,True,True
94,0.040516369539114194,2.209003192624398e-09,0.0,0.0,0.0405163717503167,0.04051637174811739,0.0405163717503167,True,True
95,0.0489520358534564,2.169559071301114e-09,0.0,0.0,0.048952038025201,0.048952038023015475,0.048952038025201,True,True
96,6.614946232223843e-09,2.202742057213852e-09,0.0,0.0,8.819890503981808e-09,8.817688289437696e-09,8.819890503981808e-09,True,True
97,0.02904453044126621,2.207508805587309e-09,0.0,0.0,0.0290445326509312,0.029044532648775014,0.0290445326509312,True,True
98,0.03409537933765975,2.149954563683072e-09,0.0,0.0,0.034095381489762495,0.03409538148761431,0.034095381489762495,True,True
99,0.006948286146028,2.2226175527878633e-09,0.0,0.0,0.0069482883708443,0.006948288368645553,0.0069482883708443,True,True
100,0.0514422442070959,2.22217341014289e-09,0.0,0.0,0.051442246431548294,0.05144224642926931,0.051442246431548294,True,True
101,0.029916551375367702,2.022191230780254e-09,0.0,0.0,0.0299165533995851,0.029916553397558932,0.0299165533995851,True,True
102,0.019785987654214597,2.217738468386949e-09,0.0,0.0,0.0197859898741716,0.019785989871953066,0.0197859898741716,True,True
103,0.009754417871800357,2.197041714298261e-09,0.0,0.0,0.0097544200710391,0.00975442006884207,0.0097544200710391,True,True
104,0.06947954466705077,2.2140686849762022e-09,0.0,0.0,0.0694795468833445,0.06947954688111944,0.0694795468833445,True,True
105,0.0059121758678351,2.193954206159772e-09,0.0,0.0,0.0059121780639769,0.005912178061789306,0.0059121780639769,True,True
106,0.1194142098848227,2.0557249865367136e-09,0.0,0.0,0.11941421194259699,0.11941421194054769,0.11941421194259699,True,True
107,0.0582974079683605,2.0448430343588892e-09,0.0,0.0,0.0582974100152486,0.05829741001320353,0.0582974100152486,True,True
108,0.030919858215096525,2.142252867129378e-09,0.0,0.0,0.0309198603594909,0.030919860357349394,0.0309198603594909,True,True
109,0.1097164783796873,2.2270222491799992e-09,0.0,0.0,0.10971648060891499,0.10971648060670955,0.10971648060891499,True,True
110,0.12151998762638834,2.231751953340444e-09,0.0,0.0,0.1215199898604152,0.12151998985814029,0.1215199898604152,True,True
111,0.0098500678698023,2.0463386914397752e-09,0.0,0.0,0.0098500699181891,0.009850069916140992,0.0098500699181891,True,True
112,0.06488156813161598,2.205288472668473e-09,0.0,0.0,0.06488157033910849,0.06488157033690446,0.06488157033910849,True,True
113,0.0134125018792796,2.2163505872352452e-09,0.0,0.0,0.0134125040978368,0.013412504095630188,0.0134125040978368,True,True
114,0.03997940573382285,2.206287482910517e-09,0.0,0.0,0.0399794079423155,0.03997940794011034,0.0399794079423155,True,True
115,0.002590595686848802,2.222857573904911e-09,0.0,0.0,0.0025905979119289,0.002590597909706376,0.0025905979119289,True,True
116,0.11316553339362109,2.231378720794482e-09,0.0,0.0,0.1131655356272394,0.11316553562499981,0.1131655356272394,True,True
117,0.0871488141174635,2.001663629051049e-09,0.0,0.0,0.08714881612112511,0.08714881611912713,0.08714881612112511,True,True
118,0.0215144303327086,2.1944418214132873e-09,0.0,0.0,0.02151443252934895,0.021514432527150424,0.02151443252934895,True,True
119,0.0050196579482056,2.211287468107281e-09,0.0,0.0,0.0050196601617043,0.0050196601594930685,0.0050196601617043,True,True
120,0.011583592630092576,2.210024212070155e-09,0.0,0.0,0.011583594842400301,0.011583594840116788,0.011583594842400301,True,True
121,0.0029649962312232,2.222309774227088e-09,0.0,0.0,0.0029649984557544,0.002964998453532974,0.0029649984557544,True,True
122,0.037927782974443956,2.20771434150375e-09,0.0,0.0,0.0379277851843152,0.0379277851821583,0.0379277851843152,True,True
123,0.0422883522707684,2.209016173511605e-09,0.0,0.0,0.0422883544820248,0.04228835447978457,0.0422883544820248,True,True
124,0.008313664627425357,2.2310106780911863e-09,0.0,0.0,0.0083136668606661,0.008313666858436035,0.0083136668606661,True,True
125,0.07479848620942219,2.1283967073129127e-09,0.0,0.0,0.0747984883399478,0.0747984883378189,0.0747984883399478,True,True
126,0.028237833787071908,2.170311165476958e-09,0.0,0.0,0.0282378359595573,0.028237835957383075,0.0282378359595573,True,True
127,0.0255665135733212,1.917629877734809e-09,0.0,0.0,0.0255665154928688,0.025566515490951076,0.0255665154928688,True,True
128,0.07462432984408489,2.2228578267816147e-09,0.0,0.0,0.0746243320691535,0.07462433206694272,0.0746243320691535,True,True
129,0.1380508560153392,2.2295295077532653e-09,0.0,0.0,0.1380508582470885,0.1380508582448687,0.1380508582470885,True,True
130,0.0507386894456652,2.0455318384351753e-09,0.0,0.0,0.0507386914932426,0.050738691491197044,0.0507386914932426,True,True
131,0.0486267885335796,2.226401540615181e-09,0.0,0.0,0.0486267907622165,0.048626790759981144,0.0486267907622165,True,True
132,0.0365923893291658,2.026903423102138e-09,0.0,0.0,0.0365923913580954,0.036592391356069225,0.0365923913580954,True,True
133,0.0030715865175126,2.044815409641885e-09,0.0,0.0,0.003071588564373,0.0030715885623280093,0.003071588564373,True,True
134,0.057584593517198475,2.032898781208141e-09,0.0,0.0,0.057584595552131884,0.057584595550097255,0.057584595552131884,True,True
135,0.0184036096939859,2.211821080881015e-09,0.0,0.0,0.0184036119080183,0.018403611905806982,0.0184036119080183,True,True
136,0.0228072890417155,2.210285519953645e-09,0.0,0.0,0.022807291254205102,0.02280729125200102,0.022807291254205102,True,True
137,0.0367865320435985,2.209005635261272e-09,0.0,0.0,0.0367865342548155,0.036786534252604135,0.0367865342548155,True,True
138,0.045498461282100194,2.223027387599489e-09,0.0,0.0,0.0454984635073671,0.04549846350512758,0.0454984635073671,True,True
139,0.0283056413508534,2.037886195799356e-09,0.0,0.0,0.0283056433907739,0.028305643388739598,0.0283056433907739,True,True
140,0.024654556536128917,2.207347090053197e-09,0.0,0.0,0.024654558745673003,0.024654558743476006,0.024654558745673003,True,True
141,0.03918632289149615,2.0213865358872837e-09,0.0,0.0,0.0391863249149032,0.03918632491288269,0.0391863249149032,True,True
142,0.03472707987472408,2.0862065077316e-09,0.0,0.0,0.0347270819630217,0.034727081960930585,0.0347270819630217,True,True
143,0.0188266174399326,1.912061219500963e-09,0.0,0.0,0.0188266193539069,0.018826619351993822,0.0188266193539069,True,True
144,0.016558556714083624,2.1698677354294168e-09,0.0,0.0,0.0165585588861154,0.01655855888395136,0.0165585588861154,True,True
145,0.0565072593156794,2.205707390717669e-09,0.0,0.0,0.0565072615235973,0.05650726152138679,0.0565072615235973,True,True
146,0.0,2.202769567292444e-09,0.0,0.0,2.2049720976089595e-09,2.202769567292444e-09,2.2049720976089595e-09,True,True
147,0.03737791923954535,2.2181728486217232e-09,0.0,0.0,0.0373779214599382,0.0373779214577182,0.0373779214599382,True,True
148,0.08091337775616068,2.228074189115937e-09,0.0,0.0,0.0809133799864231,0.08091337998423487,0.0809133799864231,True,True
149,0.050712518359092996,2.2111643026297004e-09,0.0,0.0,0.0507125205724684,0.0507125205702573,0.0507125205724684,True,True
150,0.054824634316163995,2.113698604502711e-09,0.0,0.0,0.054824636431977,0.0548246364298626,0.054824636431977,True,True
151,0.03294844281875785,1.8810645804812304e-09,0.0,0.0,0.0329484447017038,0.03294844469982243,0.0329484447017038,True,True
152,0.0611993145173855,2.0610019603902682e-09,0.0,0.0,0.061199316580446805,0.06119931657838746,0.061199316580446805,True,True
153,0.05897069829952745,2.2077446083362363e-09,0.0,0.0,0.058970700509198705,0.05897070050727206,0.058970700509198705,True,True
154,0.012770409948118209,2.2077652772605633e-09,0.0,0.0,0.0127704121581067,0.012770412155883487,0.0127704121581067,True,True
155,0.0392469853940231,2.20396630838188e-09,0.0,0.0,0.0392469876001934,0.039246987597989405,0.0392469876001934,True,True
156,0.0380102412819601,2.232433608005803e-09,0.0,0.0,0.0380102435166335,0.03801024351439371,0.0380102435166335,True,True
157,0.035159252768313304,1.9375582980246046e-09,0.0,0.0,0.035159254707808896,0.035159254705871605,0.035159254707808896,True,True
158,0.04953911221347863,2.0437648388892164e-09,0.0,0.0,0.049539114259285505,0.049539114257243465,0.049539114259285505,True,True
159,0.07293876670684116,2.140816485992089e-09,0.0,0.0,0.0729387688497965,0.07293876884765764,0.0729387688497965,True,True
160,0.09298434170302658,2.2319648743962753e-09,0.0,0.0,0.0929843439372243,0.09298434393499146,0.0929843439372243,True,True
161,0.0082019974812648,2.1407307546448724e-09,0.0,0.0,0.008201999624136189,0.008201999621995554,0.008201999624136189,True,True
162,0.066210366767273,2.052571680412453e-09,0.0,0.0,0.06621036882189607,0.06621036881984468,0.06621036882189607,True,True
163,0.13293925566299727,2.0738456307080286e-09,0.0,0.0,0.1329392577389156,0.1329392577368429,0.1329392577389156,True,True
164,0.0156787594170319,2.2133095203727206e-09,0.0,0.0,0.0156787616325575,0.01567876163034142,0.0156787616325575,True,True
165,0.061658255187159,2.2320762898505932e-09,0.0,0.0,0.06165825742165841,0.061658257419235286,0.06165825742165841,True,True
166,0.0141042761958593,2.1700073774202383e-09,0.0,0.0,0.014104278367950602,0.014104278365866677,0.014104278367950602,True,True
167,0.011917896463845027,2.199779980303869e-09,0.0,0.0,0.0119178986658253,0.011917898663625007,0.0119178986658253,True,True
168,0.04478863139965394,2.045445312064679e-09,0.0,0.0,0.0447886334471431,0.04478863344509925,0.0447886334471431,True,True
169,0.0697397787661478,2.214899416533346e-09,0.0,0.0,0.0697397809832481,0.06973978098104722,0.0697397809832481,True,True
170,0.004421729660331774,2.079145098716804e-09,0.0,0.0,0.004421731741556,0.004421731739476873,0.004421731741556,True,True
171,0.0395044070715593,2.0956782172846968e-09,0.0,0.0,0.0395044091693353,0.03950440916723751,0.0395044091693353,True,True
172,0.0364706018250614,2.0406442959909796e-09,0.0,0.0,0.03647060386774873,0.0364706038657057,0.03647060386774873,True,True
173,0.028220515851418645,2.209223860002547e-09,0.0,0.0,0.028220518062854798,0.028220518060642505,0.028220518062854798,True,True
174,0.0161000969429737,2.0769859645537166e-09,0.0,0.0,0.0161000990220362,0.016100099019959666,0.0161000990220362,True,True
175,0.019622446916415147,2.207745965196374e-09,0.0,0.0,0.0196224491263801,0.019622449124161112,0.0196224491263801,True,True
176,0.056139402931349905,1.955816218526149e-09,0.0,0.0,0.0561394048891238,0.05613940488716612,0.0561394048891238,True,True
177,0.04159637131159802,2.207866503208618e-09,0.0,0.0,0.0415963735216673,0.04159637351946452,0.0415963735216673,True,True
178,0.03344413790463904,2.232013058327954e-09,0.0,0.0,0.0334441401388868,0.033444140136652104,0.0334441401388868,True,True
179,0.026419692457370796,2.1687311370664874e-09,0.0,0.0,0.0264196946282534,0.02641969462610193,0.0264196946282534,True,True
180,9.949599479573119e-05,2.2100377485975542e-09,0.0,0.0,9.949820704306802e-05,9.949820483347978e-05,9.949820704306802e-05,True,True
181,0.057174379635784096,2.217855748359909e-09,0.0,0.0,0.0571743818558385,0.05717438185363984,0.0571743818558385,True,True
182,0.0145740586440181,2.206532339549737e-09,0.0,0.0,0.01457406085276397,0.014574060850550439,0.01457406085276397,True,True
183,0.06106182873232856,2.2296642916543627e-09,0.0,0.0,0.061061830964204096,0.06106183096199285,0.061061830964204096,True,True
184,0.04172165570258037,2.219804035026076e-09,0.0,0.0,0.0417216579246073,0.04172165792238441,0.0417216579246073,True,True
185,0.07422845907784037,2.230392700194938e-09,0.0,0.0,0.07422846131055541,0.07422846130823307,0.07422846131055541,True,True
186,0.0436656537420734,2.2151200508963984e-09,0.0,0.0,0.0436656559594061,0.043665655957193454,0.0436656559594061,True,True
187,0.0262415276833674,2.206934671231548e-09,0.0,0.0,0.026241529892510298,0.02624152989030207,0.026241529892510298,True,True
188,0.008281020286278305,2.208345722788619e-09,0.0,0.0,0.0082810224968324,0.008281022494624028,0.0082810224968324,True,True
189,0.07803100073249812,2.2315032391975016e-09,0.0,0.0,0.07803100296623,0.07803100296400137,0.07803100296623,True,True
190,0.01921299599032417,2.1393901474077794e-09,0.0,0.0,0.019212998131855227,0.019212998129714318,0.019212998131855227,True,True
191,0.0320385074335411,2.160481005105219e-09,0.0,0.0,0.032038509596185996,0.0320385095940221,0.032038509596185996,True,True
192,0.0003586105413663,2.1942476602910343e-09,0.0,0.0,0.0003586127378080743,0.00035861273561396033,0.0003586127378080743,True,True
193,0.0270005228091156,1.915878923994073e-09,0.0,0.0,0.027000524726912098,0.027000524724994524,0.027000524726912098,True,True
194,0.0797695721596739,2.2309035200794724e-09,0.0,0.0,0.07976957439288371,0.07976957439057741,0.07976957439288371,True,True
195,0.10295902743605997,2.1570370673783803e-09,0.0,0.0,0.1029590295952602,0.10295902959309704,0.1029590295952602,True,True
196,0.08157821177102084,2.2089299517654707e-09,0.0,0.0,0.08157821398215939,0.0815782139799508,0.08157821398215939,True,True
197,0.0038579963082125,2.197177037085814e-09,0.0,0.0,0.0038579985075866,0.003857998505389537,0.0038579985075866,True,True
198,0.018766522331635203,2.215575687990725e-09,0.0,0.0,0.0187665245494236,0.01876652454721089,0.0187665245494236,True,True
199,0.0936349068861145,1.9711801064219807e-09,0.0,0.0,0.09363490885926692,0.09363490885729461,0.09363490885926692,True,True
200,0.0370372302447475,2.163109274887288e-09,0.0,0.0,0.0370372324100192,0.03703723240785677,0.0370372324100192,True,True
201,0.0018659781342023,2.2109513136871443e-09,0.0,0.0,0.0018659803473674,0.0018659803451536137,0.0018659803473674,True,True
202,0.001176577750565968,2.215924852273711e-09,0.0,0.0,0.001176579968707,0.0011765799664908202,0.001176579968707,True,True
203,0.0,2.03292084573544e-09,0.0,0.0,2.034953740437501e-09,2.03292084573544e-09,2.034953740437501e-09,True,True
204,0.04442256166827353,2.2323781276096563e-09,0.0,0.0,0.0444225639030507,0.04442256390065166,0.0444225639030507,True,True
205,0.0022448650466994,2.210903014350481e-09,0.0,0.0,0.0022448672598125,0.0022448672576024144,0.0022448672598125,True,True
206,0.03459373135519103,2.2111580842252383e-09,0.0,0.0,0.0345937335685855,0.034593733566349115,0.0345937335685855,True,True
207,0.030480411919226097,2.208777486691531e-09,0.0,0.0,0.0304804141302117,0.030480414128003584,0.0304804141302117,True,True
208,0.01960465065656101,2.212586896708063e-09,0.0,0.0,0.019604652871366098,0.01960465286914791,0.019604652871366098,True,True
209,0.037352619889934366,2.168676185121379e-09,0.0,0.0,0.037352622060778,0.03735262205861055,0.037352622060778,True,True
210,0.0071623298785035,2.17041856577423e-09,0.0,0.0,0.0071623320510965,0.007162332048922066,0.0071623320510965,True,True
211,0.011428353574143034,2.2056776716966983e-09,0.0,0.0,0.011428355782027493,0.011428355779820706,0.011428355782027493,True,True
212,0.0070574411127435,2.216484645019892e-09,0.0,0.0,0.007057443331443199,0.007057443329228145,0.007057443331443199,True,True
213,0.0184827996473403,2.162383431265452e-09,0.0,0.0,0.0184828018118888,0.018482801809723733,0.0184828018118888,True,True
214,0.0474299458495793,2.197226250370736e-09,0.0,0.0,0.047429948049123594,0.047429948046805545,0.047429948049123594,True,True
215,0.07365208841618702,2.229504226763844e-09,0.0,0.0,0.07365209064792111,0.07365209064569124,0.07365209064792111,True,True
216,0.06342972607263973,2.2090232248841477e-09,0.0,0.0,0.0634297282838387,0.06342972828166296,0.0634297282838387,True,True
217,0.012795642287853709,2.2090203744049267e-09,0.0,0.0,0.0127956444990801,0.012795644496874084,0.0127956444990801,True,True
218,0.0706690910144192,2.208968744377854e-09,0.0,0.0,0.0706690932256088,0.07066909322338795,0.0706690932256088,True,True
219,0.0104328233223318,2.202853622418204e-09,0.0,0.0,0.010432825527393101,0.010432825525185421,0.010432825527393101,True,True
220,0.06864934394994401,2.229516909680406e-09,0.0,0.0,0.068649346181691,0.06864934617946092,0.068649346181691,True,True
221,0.11143485097378628,2.106825311398358e-09,0.0,0.0,0.11143485308272891,0.11143485308061159,0.11143485308272891,True,True
222,0.0144780435792386,2.199210171896677e-09,0.0,0.0,0.0144780457806574,0.014478045778448771,0.0144780457806574,True,True
223,0.038739425176146564,2.042457423222424e-09,0.0,0.0,0.0387394272206487,0.03873942721860399,0.0387394272206487,True,True
224,0.0340964975255992,2.2265334351042035e-09,0.0,0.0,0.034096499754352104,0.034096499752132636,0.034096499754352104,True,True
