node,generation,max_supply
2656,2.2073749084315338e-09,0.0
2657,2.1988081196474574e-09,0.0
2658,2.0529531810914654e-09,0.0
2659,2.2138474234810563e-09,0.0
2660,2.199356083041186e-09,0.0
2661,2.2319639992751506e-09,0.0
2662,2.207929675088993e-09,0.0
2663,2.009024090149374e-09,0.0
2664,2.168417820741146e-09,0.0
2665,2.2273189632735868e-09,0.0
2666,2.21181308224785e-09,0.0
2667,2.139321859474555e-09,0.0
2668,2.2270319670249413e-09,0.0
2669,2.050036547407608e-09,0.0
2670,2.024274701866287e-09,0.0
2671,2.0856428090666596e-09,0.0
2672,2.2076012790832548e-09,0.0
2673,2.02287392885368e-09,0.0
2674,2.0219751391661655e-09,0.0
2675,2.1990122286849644e-09,0.0
2676,2.0288367760307936e-09,0.0
2677,2.1695448789509904e-09,0.0
2678,2.1703719645841827e-09,0.0
2679,2.0853188824054863e-09,0.0
2680,2.090113950122092e-09,0.0
2681,2.1924806247974347e-09,0.0
2682,2.1066661847252768e-09,0.0
2683,2.199378443894101e-09,0.0
2684,2.0826815179773567e-09,0.0
2685,2.2092225072886977e-09,0.0
2686,2.202927854318744e-09,0.0
2687,2.0418805500197785e-09,0.0
2688,2.034790006589588e-09,0.0
2689,2.2075389678291776e-09,0.0
2690,2.167538440729422e-09,0.0
2691,2.217378414598695e-09,0.0
2692,2.2112901162385838e-09,0.0
2693,1.9827589906311038e-09,0.0
2694,2.0398651263141634e-09,0.0
2695,2.2267687827561196e-09,0.0
2696,2.0424536103940393e-09,0.0
2697,2.1120137573243754e-09,0.0
2698,2.2140931457271455e-09,0.0
2699,2.1483399007916636e-09,0.0
2700,2.1997226499773493e-09,0.0
2701,2.033435447894992e-09,0.0
2702,2.0859437030760786e-09,0.0
2703,8.282996408806206e-10,0.0
2704,1.682372768024891e-09,0.0
2705,1.8242698012525918e-09,0.0
2706,2.1003830536086216e-09,0.0
2707,2.2323202809524675e-09,0.0
2708,2.207913933263216e-09,0.0
2709,2.202743909209925e-09,0.0
2710,2.157701730423143e-09,0.0
2711,2.207320547849022e-09,0.0
2712,2.2083492788924306e-09,0.0
2713,5.836072369544298e-10,0.0
2714,2.2159919935877262e-09,0.0
2715,2.1980500817356026e-09,0.0
2716,2.2127947695958016e-09,0.0
2717,2.1507615647737156e-09,0.0
2718,2.230050892531814e-09,0.0
2719,2.18715977278586e-09,0.0
2720,2.149699738523706e-09,0.0
2721,2.2204999674960672e-09,0.0
2722,2.2112591164938455e-09,0.0
2723,2.0221588584934645e-09,0.0
2724,2.041194235468808e-09,0.0
2725,2.216402862247063e-09,0.0
2726,2.2066404715187205e-09,0.0
2727,2.2078687899070418e-09,0.0
2728,2.207867339854306e-09,0.0
2729,2.0911681338101346e-09,0.0
2730,2.2280351819452493e-09,0.0
2731,5.844115494726874e-10,0.0
2732,2.210857975573774e-09,0.0
2733,2.2048347246528356e-09,0.0
2734,2.0386477083289232e-09,0.0
2735,2.2282148226697747e-09,0.0
2736,2.1388059876472416e-09,0.0
2737,2.2268931738261357e-09,0.0
2738,2.1813102977145797e-09,0.0
2739,2.2323598613746535e-09,0.0
2740,2.2076124320780025e-09,0.0
2741,2.210833460745191e-09,0.0
2742,2.2222251815838285e-09,0.0
2743,2.2092371052826174e-09,0.0
2744,2.1032164757401817e-09,0.0
2745,2.0411856215464927e-09,0.0
2746,2.018634147036584e-09,0.0
2747,2.196830277789937e-09,0.0
2748,2.2232215116836033e-09,0.0
2749,2.2228716727637556e-09,0.0
2750,2.2319977996362302e-09,0.0
2751,2.2090195849286912e-09,0.0
2752,1.9827663233867147e-09,0.0
2753,2.1504353866136055e-09,0.0
2754,2.103218364845508e-09,0.0
2755,2.0451880058429803e-09,0.0
2756,2.208277724513446e-09,0.0
2757,2.0406887498414625e-09,0.0
2758,2.2092669163351123e-09,0.0
2759,2.207595820470036e-09,0.0
2760,2.0343092857710347e-09,0.0
2761,2.2129286205176875e-09,0.0
2762,1.8858599981670235e-09,0.0
2763,2.171979858959465e-09,0.0
2764,2.1698728602077923e-09,0.0
2765,2.0449347367370197e-09,0.0
2766,2.1227275563718287e-09,0.0
2767,2.2236527160069994e-09,0.0
2768,2.045233680030723e-09,0.0
2769,2.1691784781018327e-09,0.0
2770,2.07997850587881e-09,0.0
2771,2.0538950788570545e-09,0.0
2772,2.2207119633173863e-09,0.0
2773,2.2302944523593023e-09,0.0
2774,2.2073588597663843e-09,0.0
2775,2.215619783270135e-09,0.0
2776,2.137527665315746e-09,0.0
2777,2.2232207889281014e-09,0.0
2778,2.20793516121147e-09,0.0
2779,2.021430274619733e-09,0.0
2780,2.213065859259171e-09,0.0
2781,2.1895477336725076e-09,0.0
2782,2.2320240589554187e-09,0.0
2783,2.2058349188917476e-09,0.0
2784,2.0309857147585694e-09,0.0
2785,2.2210364023610627e-09,0.0
2786,2.2304123562536714e-09,0.0
2787,2.2323582373083393e-09,0.0
2788,2.1491644478790736e-09,0.0
2789,2.1932016614341957e-09,0.0
2790,2.0182543945474904e-09,0.0
2791,2.0448363953969635e-09,0.0
2792,2.102635764456918e-09,0.0
2793,2.2138122588949855e-09,0.0
2794,2.103553675463215e-09,0.0
2795,2.021836990913621e-09,0.0
2796,2.167778232745971e-09,0.0
2797,2.231774307572576e-09,0.0
2798,2.0220148819718277e-09,0.0
2799,2.2323321493685383e-09,0.0
2800,2.20877098736475e-09,0.0
2801,2.015689042344153e-09,0.0
2802,2.2092373238011887e-09,0.0
2803,2.22403409955637e-09,0.0
2804,2.203680399779736e-09,0.0
2805,2.204770285166243e-09,0.0
2806,2.207926264664384e-09,0.0
2807,2.205331126734634e-09,0.0
2808,2.198595534044981e-09,0.0
2809,2.1609597661872842e-09,0.0
2810,2.2215653334455926e-09,0.0
2811,2.2323326077184966e-09,0.0
2812,2.071882742912872e-09,0.0
2813,2.083483985675187e-09,0.0
2814,2.232151520944517e-09,0.0
2815,2.18830814840914e-09,0.0
2816,2.2075629920362387e-09,0.0
2817,1.8408256073135041e-09,0.0
2818,2.2190843162926286e-09,0.0
2819,2.2083484310289113e-09,0.0
2820,2.222003597413059e-09,0.0
2821,5.836067578529837e-10,0.0
2822,2.2236261703299307e-09,0.0
2823,2.0397423336812404e-09,0.0
2824,2.211668553910316e-09,0.0
2825,2.205968100387275e-09,0.0
2826,2.2092353470025174e-09,0.0
2827,2.223222301670436e-09,0.0
2828,2.1803819324653543e-09,0.0
2829,2.057118623104285e-09,0.0
2830,2.2234080708978046e-09,0.0
2831,2.2112314426508585e-09,0.0
2832,2.0856595534842877e-09,0.0
2833,2.055803917759542e-09,0.0
2834,2.163772303772544e-09,0.0
2835,2.2060221060626884e-09,0.0
2836,2.0811714387075576e-09,0.0
2837,2.210970153772044e-09,0.0
2838,1.9538317578775952e-09,0.0
2839,2.2090357005615815e-09,0.0
2840,2.2111670862397933e-09,0.0
2841,2.2069462208831326e-09,0.0
2842,2.0231830383501973e-09,0.0
2843,2.2077367061847883e-09,0.0
2844,2.204784839384055e-09,0.0
2845,2.210859748749416e-09,0.0
2846,2.2318685088868976e-09,0.0
2847,2.041940898595316e-09,0.0
2848,2.2290482364870254e-09,0.0
2849,2.223314731478319e-09,0.0
2850,2.2228709669693022e-09,0.0
2851,2.169777804314517e-09,0.0
2852,2.2090757607444718e-09,0.0
2853,2.20935309700226e-09,0.0
2854,2.2186774424264e-09,0.0
2855,2.211293568099715e-09,0.0
2856,2.2210181173774513e-09,0.0
2857,2.170256671350586e-09,0.0
2858,2.2028109873609376e-09,0.0
2859,2.2036612031345e-09,0.0
2860,2.0826896963407923e-09,0.0
2861,2.03150442954488e-09,0.0
2862,2.1882800709619903e-09,0.0
2863,2.2081980580799582e-09,0.0
2864,2.022510155547317e-09,0.0
2865,1.9132964381973913e-09,0.0
2866,6.846743340910584e-10,0.0
2867,2.169549576529459e-09,0.0
2868,2.060925734193384e-09,0.0
2869,2.2234393791362978e-09,0.0
2870,2.198265095912769e-09,0.0
2871,2.2264114844690215e-09,0.0
2872,2.1989594282906298e-09,0.0
2873,2.0775731211553924e-09,0.0
2874,2.164458494112021e-09,0.0
2875,2.201881406111187e-09,0.0
2876,2.2239516490709265e-09,0.0
2877,2.163181786129761e-09,0.0
2878,2.1516446072362555e-09,0.0
2879,2.2301978207228304e-09,0.0
2880,2.0245309140021785e-09,0.0
2881,2.04146364289933e-09,0.0
2882,2.205080686369052e-09,0.0
2883,2.2224047449822558e-09,0.0
2884,2.2118707378045375e-09,0.0
2885,2.207930359233562e-09,0.0
2886,2.226609475538266e-09,0.0
2887,2.043265705551644e-09,0.0
2888,2.226181330838769e-09,0.0
2889,2.2160533452830934e-09,0.0
2890,2.0450041618549813e-09,0.0
2891,2.1015480202938054e-09,0.0
2892,2.010652873865766e-09,0.0
2893,2.2109596014494585e-09,0.0
2894,2.084302644188801e-09,0.0
2895,2.230044673505619e-09,0.0
2896,2.1640833918784823e-09,0.0
2897,2.20647418316848e-09,0.0
2898,2.0154177151877893e-09,0.0
2899,2.1776808427484613e-09,0.0
2900,2.157694078141388e-09,0.0
2901,2.0257546203136874e-09,0.0
2902,2.2111843260684323e-09,0.0
2903,2.0850968434829893e-09,0.0
2904,2.2152761297945016e-09,0.0
2905,2.0917393391658537e-09,0.0
2906,2.207946629928591e-09,0.0
2907,1.931452993532291e-09,0.0
2908,2.2175553862676265e-09,0.0
2909,2.210932665175451e-09,0.0
2910,2.0466265307461897e-09,0.0
2911,2.228340378523235e-09,0.0
2912,2.028403687781992e-09,0.0
2913,2.0474673579264046e-09,0.0
2914,1.9931925507769635e-09,0.0
2915,2.117515056440063e-09,0.0
2916,2.038430757355387e-09,0.0
2917,8.332145271572404e-10,0.0
2918,2.213701972056947e-09,0.0
2919,2.031821320286802e-09,0.0
2920,2.2251672655884143e-09,0.0
2921,2.2216605865078836e-09,0.0
2922,2.1995110016892545e-09,0.0
2923,2.1258796608280668e-09,0.0
2924,2.2009639305215396e-09,0.0
2925,2.222418518011236e-09,0.0
2926,2.2319178005183465e-09,0.0
2927,2.0494425135532512e-09,0.0
2928,2.2089543521389473e-09,0.0
2929,2.022712286036342e-09,0.0
2930,2.208262314503577e-09,0.0
2931,2.2118754097750557e-09,0.0
2932,2.2317263199617837e-09,0.0
2933,2.139306365609962e-09,0.0
2934,2.2108844443286614e-09,0.0
2935,2.21806694595712e-09,0.0
2936,2.0177682192665457e-09,0.0
2937,2.2130104655221614e-09,0.0
2938,2.1120419179000944e-09,0.0
2939,2.220293480226879e-09,0.0
2940,2.2092516398961076e-09,0.0
2941,2.2166075275540015e-09,0.0
2942,2.208757910775628e-09,0.0
2943,2.1062663263916645e-09,0.0
2944,2.2053532441002268e-09,0.0
2945,2.133078579289532e-09,0.0
2946,2.231828873348367e-09,0.0
2947,2.2216736184803673e-09,0.0
2948,2.2229382409066187e-09,0.0
2949,2.232340277578219e-09,0.0
2950,2.149168247363708e-09,0.0
2951,2.2322883156207726e-09,0.0
2952,2.0367352102074884e-09,0.0
2953,2.2249735985267842e-09,0.0
2954,2.2101152969074756e-09,0.0
2955,2.2301607588647204e-09,0.0
2956,2.1710206476936666e-09,0.0
2957,2.031193489897513e-09,0.0
2958,2.232298834921307e-09,0.0
2959,2.041889290513308e-09,0.0
2960,2.228941669843709e-09,0.0
2961,2.028016055656771e-09,0.0
2962,2.2084465560492503e-09,0.0
2963,2.2324435608161865e-09,0.0
2964,2.2137972864788105e-09,0.0
2965,2.221823791359692e-09,0.0
2966,2.1420438645969826e-09,0.0
2967,2.0329517055650654e-09,0.0
2968,2.0232968402420924e-09,0.0
2969,2.2226149400187986e-09,0.0
2970,2.232380468224326e-09,0.0
2971,2.1806469453082226e-09,0.0
2972,2.221422556070446e-09,0.0
2973,2.194191956335762e-09,0.0
2974,2.047404600362344e-09,0.0
2975,2.048709621218339e-09,0.0
2976,2.2216510435700803e-09,0.0
2977,2.208868643123556e-09,0.0
2978,2.212635288122503e-09,0.0
2979,2.021033261582128e-09,0.0
2980,2.1618086030995706e-09,0.0
2981,2.059087131675007e-09,0.0
2982,2.203941481559803e-09,0.0
2983,2.222419469229609e-09,0.0
2984,2.208539495315455e-09,0.0
2985,2.022156632473699e-09,0.0
2986,2.039522568576616e-09,0.0
2987,2.0876160827096416e-09,0.0
2988,2.2090750024087306e-09,0.0
2989,2.2286265819314114e-09,0.0
2990,2.229736372276298e-09,0.0
2991,2.209053830169109e-09,0.0
2992,2.1537059022710136e-09,0.0
2993,2.23231077299384e-09,0.0
2994,2.1678617645706514e-09,0.0
2995,2.228948951819785e-09,0.0
2996,2.141554189971141e-09,0.0
2997,2.200278371497353e-09,0.0
2998,2.172806227250059e-09,0.0
2999,2.163337985399581e-09,0.0
3000,2.214426850581655e-09,0.0
3001,2.1033666460533258e-09,0.0
3002,2.2121981083537054e-09,0.0
3003,2.053437115470604e-09,0.0
3004,2.207852397137299e-09,0.0
3005,2.0846369531470684e-09,0.0
3006,2.138562898845111e-09,0.0
3007,2.191082723826799e-09,0.0
3008,2.2092680377074728e-09,0.0
3009,2.2077984304258222e-09,0.0
3010,2.2089223336341648e-09,0.0
3011,2.205333147997955e-09,0.0
3012,2.170054549932229e-09,0.0
3013,2.225883228135989e-09,0.0
3014,2.2110953677608454e-09,0.0
3015,2.1702808039861213e-09,0.0
3016,2.106826051698153e-09,0.0
3017,2.087097027883281e-09,0.0
3018,2.232125888003461e-09,0.0
3019,2.1496949846257996e-09,0.0
3020,2.1055691001213428e-09,0.0
3021,1.884838162597556e-09,0.0
3022,2.2121014808295677e-09,0.0
3023,2.121858334725312e-09,0.0
3024,2.0218358843703177e-09,0.0
3025,2.0274699916641153e-09,0.0
3026,2.0223866264465373e-09,0.0
3027,2.199918982846545e-09,0.0
3028,2.1990168593690545e-09,0.0
3029,2.023431624292379e-09,0.0
3030,2.232200252662416e-09,0.0
3031,2.1000927942636633e-09,0.0
3032,2.2000729963003164e-09,0.0
3033,2.2258325501237776e-09,0.0
3034,2.2130958615357455e-09,0.0
3035,2.167754115164613e-09,0.0
3036,2.1812016364917928e-09,0.0
3037,2.197966622550939e-09,0.0
3038,2.232379646283082e-09,0.0
3039,2.232895067000903e-09,0.0
3040,2.231781072340286e-09,0.0
3041,2.1928024454349665e-09,0.0
3042,2.2311483949329414e-09,0.0
3043,2.171558824961057e-09,0.0
3044,2.232294522067695e-09,0.0
3045,2.210861985223525e-09,0.0
3046,2.0999017865480943e-09,0.0
3047,2.2322772502286377e-09,0.0
3048,2.0342497632426674e-09,0.0
3049,2.0542017775014967e-09,0.0
3050,2.2216490897918912e-09,0.0
3051,2.2323123054084005e-09,0.0
3052,2.103478458268242e-09,0.0
3053,2.081635021207624e-09,0.0
3054,2.2205849773046784e-09,0.0
3055,2.228147112073308e-09,0.0
3056,2.2297824474357327e-09,0.0
3057,2.2112636954481686e-09,0.0
3058,2.2130773272958497e-09,0.0
3059,2.1677883821773394e-09,0.0
3060,2.2097058875005616e-09,0.0
3061,2.048928517303391e-09,0.0
3062,2.0959396970992356e-09,0.0
3063,2.0991025811395573e-09,0.0
3064,2.2079180169201905e-09,0.0
3065,2.1950739185074784e-09,0.0
3066,2.223308656269006e-09,0.0
3067,2.226109175152457e-09,0.0
3068,2.2092472414043315e-09,0.0
3069,2.1408156815795736e-09,0.0
3070,2.2265121164831047e-09,0.0
3071,2.1309215543522588e-09,0.0
3072,2.208850293301405e-09,0.0
3073,2.2082503513288427e-09,0.0
3074,2.227444472565283e-09,0.0
3075,2.0418818828984207e-09,0.0
3076,2.230230310379108e-09,0.0
3077,2.04487395817168e-09,0.0
3078,2.022433307191791e-09,0.0
3079,2.230397032571131e-09,0.0
3080,2.1809876171979543e-09,0.0
3081,2.2324020345011827e-09,0.0
3082,2.2108181051491925e-09,0.0
3083,2.055955914379177e-09,0.0
3084,2.0443505662500298e-09,0.0
3085,2.2111668553084996e-09,0.0
3086,2.207920560223571e-09,0.0
3087,2.0304501168825286e-09,0.0
3088,2.119909410435318e-09,0.0
3089,2.2111594952623684e-09,0.0
3090,2.223502674521803e-09,0.0
3091,2.211274662137799e-09,0.0
3092,2.1687961526002946e-09,0.0
3093,2.207905739198404e-09,0.0
3094,2.1700025128035678e-09,0.0
3095,2.2323160718867114e-09,0.0
3096,2.0277079066941224e-09,0.0
3097,2.2079261167145022e-09,0.0
3098,2.2321531470210734e-09,0.0
3099,2.061015668009215e-09,0.0
3100,2.197583886143048e-09,0.0
3101,2.232334301896844e-09,0.0
3102,2.0718095056395288e-09,0.0
3103,2.202168923308545e-09,0.0
3104,2.0906851936365468e-09,0.0
3105,2.2171061215493735e-09,0.0
3106,1.982341773983147e-09,0.0
3107,2.226970020396922e-09,0.0
3108,2.0563732203976454e-09,0.0
3109,2.060558867659361e-09,0.0
3110,2.019415292410263e-09,0.0
3111,2.1225216673875755e-09,0.0
3112,2.0449545468712636e-09,0.0
3113,2.1804489088685693e-09,0.0
3114,2.198591277356687e-09,0.0
3115,2.2234502649846765e-09,0.0
3116,2.2271465859256743e-09,0.0
3117,2.043917769188745e-09,0.0
3118,2.222419272875279e-09,0.0
3119,2.0455642748242053e-09,0.0
3120,2.0421243374173174e-09,0.0
3121,2.018174144617216e-09,0.0
3122,1.9844234991002342e-09,0.0
3123,2.2206131917506374e-09,0.0
3124,2.043914845239315e-09,0.0
3125,2.0881689117861035e-09,0.0
3126,2.2301954130600182e-09,0.0
3127,2.1698748825624077e-09,0.0
3128,2.2130310805422045e-09,0.0
3129,2.231165475919565e-09,0.0
3130,2.1417668051166956e-09,0.0
3131,2.2083724067240158e-09,0.0
3132,2.035627587338023e-09,0.0
3133,2.210993545652415e-09,0.0
3134,2.2135727789963063e-09,0.0
3135,2.192808056209054e-09,0.0
3136,2.216168782028034e-09,0.0
3137,2.200111497827218e-09,0.0
3138,2.029028618665557e-09,0.0
3139,2.2150787096289016e-09,0.0
3140,2.143322677092577e-09,0.0
3141,2.2132529933330203e-09,0.0
3142,2.167692215350374e-09,0.0
3143,2.2058495196940562e-09,0.0
3144,2.2137870748163655e-09,0.0
3145,2.105691211429718e-09,0.0
3146,2.2320902043500646e-09,0.0
3147,2.2216184564065353e-09,0.0
3148,2.140815495056113e-09,0.0
3149,2.2135666482402804e-09,0.0
3150,2.19935996331287e-09,0.0
3151,2.104572508575257e-09,0.0
3152,2.2212797912815796e-09,0.0
3153,2.1718405690822775e-09,0.0
3154,2.211340279842817e-09,0.0
3155,2.1583278505060324e-09,0.0
3156,2.090047118179902e-09,0.0
3157,2.216783645588292e-09,0.0
3158,2.100813339411123e-09,0.0
3159,2.221649526262829e-09,0.0
3160,2.023185483557758e-09,0.0
3161,2.0401850630565784e-09,0.0
3162,2.2322265046825553e-09,0.0
3163,2.2141271427083235e-09,0.0
3164,2.1979257147230716e-09,0.0
3165,2.1049379343249933e-09,0.0
3166,2.0440505080350178e-09,0.0
3167,2.172158696567276e-09,0.0
3168,2.2089710343684917e-09,0.0
3169,2.2113410716283207e-09,0.0
3170,2.1481260903922716e-09,0.0
3171,2.206927715273606e-09,0.0
3172,2.226477070145435e-09,0.0
3173,2.1030357103251915e-09,0.0
3174,2.073891632213297e-09,0.0
3175,2.2117932469288484e-09,0.0
3176,2.0412602874469834e-09,0.0
3177,2.1993394300716964e-09,0.0
3178,2.1705506159523252e-09,0.0
3179,2.201101973795776e-09,0.0
3180,2.1972271682879283e-09,0.0
3181,2.060524085834677e-09,0.0
3182,2.2249868360966556e-09,0.0
3183,2.139505481970833e-09,0.0
3184,2.231730333305206e-09,0.0
3185,2.1457563817319858e-09,0.0
3186,2.0016194572751277e-09,0.0
3187,2.217067414209418e-09,0.0
3188,2.23232954149309e-09,0.0
3189,2.1023116068448596e-09,0.0
3190,2.1702412820580064e-09,0.0
3191,2.224964755606792e-09,0.0
3192,2.0985919328062264e-09,0.0
3193,2.025025845080441e-09,0.0
3194,2.2178325312930776e-09,0.0
3195,2.223288531723994e-09,0.0
3196,2.013463846428784e-09,0.0
3197,2.0449734377608194e-09,0.0
3198,2.219096349971336e-09,0.0
3199,2.208279911231402e-09,0.0
3200,2.2122399860587987e-09,0.0
3201,2.044463129504691e-09,0.0
3202,2.210675713314594e-09,0.0
3203,2.225492922222836e-09,0.0
3204,2.208919646241792e-09,0.0
3205,2.172061920391897e-09,0.0
3206,2.223621694744259e-09,0.0
3207,2.2179031009295944e-09,0.0
3208,2.047957378992913e-09,0.0
3209,2.217025807504909e-09,0.0
3210,1.931694080799819e-09,0.0
3211,2.2034161823483407e-09,0.0
3212,2.2082159856797905e-09,0.0
3213,2.0219160748100603e-09,0.0
3214,2.0565278662978415e-09,0.0
3215,2.0480959687116505e-09,0.0
3216,2.2085931111200225e-09,0.0
3217,2.207553150600765e-09,0.0
3218,2.131095342743859e-09,0.0
3219,2.2079028262139106e-09,0.0
3220,2.0439832530757532e-09,0.0
3221,2.025074031600252e-09,0.0
3222,2.1565514734648405e-09,0.0
3223,2.232302759143842e-09,0.0
3224,2.0703754890880284e-09,0.0
3225,2.181236651014264e-09,0.0
3226,2.207537020810321e-09,0.0
3227,2.2092513555774646e-09,0.0
3228,2.0993295823673618e-09,0.0
3229,2.230991058828251e-09,0.0
3230,2.2079436214732837e-09,0.0
3231,1.912013034514902e-09,0.0
3232,2.0227816571156298e-09,0.0
3233,2.2282544575940576e-09,0.0
3234,2.210917784938521e-09,0.0
3235,2.1829569112688886e-09,0.0
3236,2.2221776508428238e-09,0.0
3237,2.2299329100751455e-09,0.0
3238,2.207890449599632e-09,0.0
3239,2.218836804916219e-09,0.0
3240,2.1616905733685715e-09,0.0
3241,2.0531186711390315e-09,0.0
3242,2.232073523562645e-09,0.0
3243,2.2117088794077804e-09,0.0
3244,2.200295383842967e-09,0.0
3245,2.160313962296907e-09,0.0
3246,2.0241340328595047e-09,0.0
3247,2.0220604322594418e-09,0.0
3248,2.2323973459737495e-09,0.0
3249,2.0479654004518037e-09,0.0
3250,2.1239438525304977e-09,0.0
3251,2.2290686940862468e-09,0.0
3252,2.042042380043809e-09,0.0
3253,2.0451987733294185e-09,0.0
3254,2.007027678678863e-09,0.0
3255,2.1989617871948907e-09,0.0
3256,2.20883692639176e-09,0.0
3257,2.2130124821987957e-09,0.0
3258,1.991473199619134e-09,0.0
3259,2.1711883832178857e-09,0.0
3260,2.2303221360023066e-09,0.0
3261,2.2321063478280203e-09,0.0
3262,2.2320816451663603e-09,0.0
3263,2.213426788607211e-09,0.0
3264,2.231126431578421e-09,0.0
3265,2.0413594077505867e-09,0.0
3266,2.197201082825332e-09,0.0
3267,2.168021432889118e-09,0.0
3268,2.0222498153458622e-09,0.0
3269,2.2191731254417675e-09,0.0
3270,2.109857787201331e-09,0.0
3271,2.1452338683830333e-09,0.0
3272,2.148047825661606e-09,0.0
3273,2.1339320889842457e-09,0.0
3274,1.5986143795581189e-09,0.0
3275,2.1942857981866304e-09,0.0
3276,2.1812495191797284e-09,0.0
3277,2.1644245696332824e-09,0.0
3278,1.855139286360832e-09,0.0
3279,2.2079095252107056e-09,0.0
3280,2.22733434645318e-09,0.0
3281,2.04844857047265e-09,0.0
3282,2.1916968907802367e-09,0.0
3283,2.2138156685627626e-09,0.0
3284,2.2212338702812425e-09,0.0
3285,2.225334464002846e-09,0.0
3286,2.2265952480814765e-09,0.0
3287,2.2130645649076446e-09,0.0
3288,2.153115555267128e-09,0.0
3289,2.2139944950109163e-09,0.0
3290,2.1984251752691517e-09,0.0
3291,2.099716988388269e-09,0.0
3292,2.2184653268652276e-09,0.0
3293,2.2076305323281725e-09,0.0
3294,2.1260716964153615e-09,0.0
3295,2.2204860251232276e-09,0.0
3296,2.03295223309999e-09,0.0
3297,2.038864808687006e-09,0.0
3298,2.198335878704989e-09,0.0
3299,1.8862267919822097e-09,0.0
3300,2.2108408690603465e-09,0.0
3301,2.0250886884934694e-09,0.0
3302,2.037717004641677e-09,0.0
3303,2.053201907748943e-09,0.0
3304,2.0147749883921277e-09,0.0
3305,1.9827355283895793e-09,0.0
3306,2.2257494158597513e-09,0.0
3307,2.0513514122353967e-09,0.0
3308,2.066821846369554e-09,0.0
3309,1.711580864877747e-10,0.0
3310,2.219147321097329e-09,0.0
3311,2.2129374983863605e-09,0.0
3312,2.2299666291917763e-09,0.0
3313,2.171345840205986e-09,0.0
3314,2.207933663866582e-09,0.0
3315,1.9152909714571666e-09,0.0
3316,2.2020677048634697e-09,0.0
3317,2.218285519703144e-09,0.0
3318,2.091912195450408e-09,0.0
3319,2.2317621166863894e-09,0.0
3320,2.2280688600512898e-09,0.0
3321,1.997726597738349e-09,0.0
3322,2.1516316507296693e-09,0.0
3323,2.2069937224495366e-09,0.0
3324,2.1614198528297552e-09,0.0
3325,2.228755651133386e-09,0.0
3326,2.0537950700549093e-09,0.0
3327,2.1050913600998706e-09,0.0
3328,2.1999390138969265e-09,0.0
3329,2.2233460133505997e-09,0.0
3330,2.0402333408132564e-09,0.0
3331,2.025777332805711e-09,0.0
3332,2.225882445970723e-09,0.0
3333,2.1982728211731645e-09,0.0
3334,2.2087940576983427e-09,0.0
3335,2.1500073234960794e-09,0.0
3336,2.138054695948533e-09,0.0
3337,2.0443820238268463e-09,0.0
3338,2.208649317793101e-09,0.0
3339,2.139250839158566e-09,0.0
3340,2.1703126200300004e-09,0.0
3341,2.2310875230753604e-09,0.0
3342,2.2078965553302575e-09,0.0
3343,2.2301052625771766e-09,0.0
3344,2.083452999798834e-09,0.0
3345,2.2258894121892763e-09,0.0
3346,2.200051645835251e-09,0.0
3347,2.2131086643836356e-09,0.0
3348,2.2131138284475622e-09,0.0
3349,2.211984309540434e-09,0.0
3350,5.861708321364795e-10,0.0
3351,2.232393316620594e-09,0.0
3352,2.2146640648196007e-09,0.0
3353,2.207612379988037e-09,0.0
3354,2.197038124390582e-09,0.0
3355,2.2321566072715785e-09,0.0
3356,2.1204704925000075e-09,0.0
3357,2.223631156401151e-09,0.0
3358,1.6824142614111293e-09,0.0
3359,2.2079448755441587e-09,0.0
3360,2.2172223692221114e-09,0.0
3361,2.2082891891331953e-09,0.0
3362,2.215122336774989e-09,0.0
3363,2.1429231767187635e-09,0.0
3364,2.2086740117144843e-09,0.0
3365,2.226666302254601e-09,0.0
3366,2.1702575762262456e-09,0.0
3367,2.171462386717637e-09,0.0
3368,2.151159264178837e-09,0.0
3369,2.089117965798115e-09,0.0
3370,2.0900902860880164e-09,0.0
3371,2.211148656127382e-09,0.0
3372,2.211838865200784e-09,0.0
3373,2.2220774593760458e-09,0.0
3374,2.2167627391726687e-09,0.0
3375,2.0418853256160047e-09,0.0
3376,2.2268326394307194e-09,0.0
3377,2.2257737567741284e-09,0.0
3378,1.8801673295310804e-09,0.0
3379,2.1200011819272e-09,0.0
3380,2.202840908844959e-09,0.0
3381,2.0786205357639563e-09,0.0
3382,2.213472083698304e-09,0.0
3383,2.1528410940338805e-09,0.0
3384,2.229650565853219e-09,0.0
3385,2.224487136309802e-09,0.0
3386,1.9125660887819156e-09,0.0
3387,2.2235094124043224e-09,0.0
3388,2.2079049224632733e-09,0.0
3389,2.2108392594118297e-09,0.0
3390,2.2277543740890823e-09,0.0
3391,2.229143638251547e-09,0.0
3392,2.2078019110209396e-09,0.0
3393,2.204616251428062e-09,0.0
3394,2.1613291561934306e-09,0.0
3395,2.2321641181987956e-09,0.0
3396,2.215576097051257e-09,0.0
3397,2.1869546220089302e-09,0.0
3398,2.2029694374124842e-09,0.0
3399,2.170056684622144e-09,0.0
3400,2.169895623641237e-09,0.0
3401,2.1048607479469468e-09,0.0
3402,2.20789305269116e-09,0.0
3403,2.1870285302634098e-09,0.0
3404,2.0397571927684015e-09,0.0
3405,2.186656694411205e-09,0.0
3406,2.209085099696818e-09,0.0
3407,2.2322980625298685e-09,0.0
3408,2.2109640047920827e-09,0.0
