node,generation,max_supply
406,2.2077826816886792e-09,0.0
407,2.2323270760608916e-09,0.0
408,2.208341037632066e-09,0.0
409,2.0342222666963048e-09,0.0
410,2.207600843777782e-09,0.0
411,2.207882485751299e-09,0.0
412,2.2086586247157916e-09,0.0
413,2.0218088062191857e-09,0.0
414,2.1392450419469043e-09,0.0
415,2.2160293174189514e-09,0.0
416,2.021220589651028e-09,0.0
417,2.2321554560660203e-09,0.0
418,2.198128590077621e-09,0.0
419,2.210927758491157e-09,0.0
420,2.1007972513294165e-09,0.0
421,2.207915371980052e-09,0.0
422,2.104473583123968e-09,0.0
423,2.2281847624798016e-09,0.0
424,2.1514819269093e-09,0.0
425,2.140241188384278e-09,0.0
426,1.8862146256520053e-09,0.0
427,2.0223593098323976e-09,0.0
428,2.2089196195213923e-09,0.0
429,2.2050669417162274e-09,0.0
430,2.186950319123604e-09,0.0
431,9.114717876786569e-10,0.0
432,2.2322751308449626e-09,0.0
433,1.9619189436511442e-09,0.0
434,2.1429130013096396e-09,0.0
435,2.036673253221974e-09,0.0
436,2.149802929994939e-09,0.0
437,2.2134360363548937e-09,0.0
438,2.157913176888653e-09,0.0
439,2.1493557544296113e-09,0.0
440,2.2082461236309417e-09,0.0
441,2.08262114465375e-09,0.0
442,2.22463245203011e-09,0.0
443,1.826257090734197e-09,0.0
444,2.044941777390177e-09,0.0
445,8.282973294924655e-10,0.0
446,2.2266661119007837e-09,0.0
447,2.2079337911900163e-09,0.0
448,2.198404637451845e-09,0.0
449,2.2301539548902238e-09,0.0
450,2.2127781044232235e-09,0.0
451,2.1228795986602957e-09,0.0
452,2.0914404053727896e-09,0.0
453,2.206902250734509e-09,0.0
454,2.216251742794249e-09,0.0
455,2.2120623485273863e-09,0.0
456,2.232229312832876e-09,0.0
457,2.140275474390285e-09,0.0
458,2.0499582388791416e-09,0.0
459,2.0320667330391915e-09,0.0
460,2.2293521174616903e-09,0.0
461,2.23236529808499e-09,0.0
462,2.2320696006137056e-09,0.0
463,2.2075904311521537e-09,0.0
464,2.05507426375521e-09,0.0
465,2.198113267989368e-09,0.0
466,2.0090243636096914e-09,0.0
467,2.1517673771711364e-09,0.0
468,2.2271300631570033e-09,0.0
469,2.204609872437668e-09,0.0
470,2.167841790014107e-09,0.0
471,2.2100344883682647e-09,0.0
472,2.0261936581176858e-09,0.0
473,2.231952177520321e-09,0.0
474,2.10122501357454e-09,0.0
475,2.2058572010343224e-09,0.0
476,2.105481816958385e-09,0.0
477,2.209026972037435e-09,0.0
478,2.2324318207120257e-09,0.0
479,2.232296610088168e-09,0.0
480,2.151388481854915e-09,0.0
481,2.2078478961881145e-09,0.0
482,2.019204412968769e-09,0.0
483,2.2128182905025096e-09,0.0
484,5.441583462848815e-10,0.0
485,2.1195386259922407e-09,0.0
486,2.223325115717534e-09,0.0
487,2.107798534694018e-09,0.0
488,2.2320909559004586e-09,0.0
489,2.131852348102717e-09,0.0
490,2.199913767871839e-09,0.0
491,2.209251247076283e-09,0.0
492,2.044962355929318e-09,0.0
493,2.229905152803972e-09,0.0
494,2.2320112313348267e-09,0.0
495,2.225727093809344e-09,0.0
496,2.042120889422006e-09,0.0
497,2.2266636600062105e-09,0.0
498,2.0182171841094493e-09,0.0
499,2.221583998459588e-09,0.0
500,2.212592160904845e-09,0.0
501,2.1591382949638084e-09,0.0
502,2.172753505535461e-09,0.0
503,2.2281770387570607e-09,0.0
504,2.2009037134380537e-09,0.0
505,2.1199668959191904e-09,0.0
506,2.0529675676779828e-09,0.0
507,2.1702477263764886e-09,0.0
508,2.168795573329658e-09,0.0
509,2.2201567324569465e-09,0.0
510,2.209183285096799e-09,0.0
511,2.2175145910830264e-09,0.0
512,2.1702031018798407e-09,0.0
513,2.148321034945877e-09,0.0
514,2.2079268509976217e-09,0.0
515,2.1988387206559856e-09,0.0
516,2.228846909140482e-09,0.0
517,2.2187169795409133e-09,0.0
518,2.230991106995309e-09,0.0
519,2.207655070788372e-09,0.0
520,2.2000618935085965e-09,0.0
521,2.107231996639739e-09,0.0
522,2.2138422741496035e-09,0.0
523,2.2093245819061712e-09,0.0
524,2.231812341874481e-09,0.0
525,2.2260547518168257e-09,0.0
526,2.209026245008004e-09,0.0
527,2.2112661620804356e-09,0.0
528,2.208509044764159e-09,0.0
529,2.2198228873608845e-09,0.0
530,2.2042051514064923e-09,0.0
531,2.0435806341322864e-09,0.0
532,2.217404476850452e-09,0.0
533,2.2109124568744244e-09,0.0
534,2.2075311090690065e-09,0.0
535,2.208943927852342e-09,0.0
536,6.822145316685257e-10,0.0
537,2.1529518332918266e-09,0.0
538,2.109842541694702e-09,0.0
539,2.0247377287399874e-09,0.0
540,2.0943715235614677e-09,0.0
541,2.1973614632877078e-09,0.0
542,2.1704070648958805e-09,0.0
543,2.2036519976094763e-09,0.0
544,2.2085749626688107e-09,0.0
545,2.210828880696282e-09,0.0
546,2.2113532200500557e-09,0.0
547,2.164422167305837e-09,0.0
548,1.9642996390114604e-09,0.0
549,2.232156103772768e-09,0.0
550,2.2086375222394824e-09,0.0
551,2.103597306991726e-09,0.0
552,2.2267629790363957e-09,0.0
553,2.2112091460324203e-09,0.0
554,1.9244532949314687e-09,0.0
555,2.119243257688387e-09,0.0
556,2.147992662295175e-09,0.0
557,2.071878914075342e-09,0.0
558,2.142541028751568e-09,0.0
559,2.0944164137348005e-09,0.0
560,2.0220084853692413e-09,0.0
561,2.1699074181370773e-09,0.0
562,2.0445123527728152e-09,0.0
563,2.1012587466749447e-09,0.0
564,2.0213427912595444e-09,0.0
565,2.142714206736137e-09,0.0
566,2.2188121989848827e-09,0.0
567,2.0418421305437863e-09,0.0
568,2.2323978321977282e-09,0.0
569,2.223206591756548e-09,0.0
570,2.1677766179020065e-09,0.0
571,2.2234511949331434e-09,0.0
572,2.0218318096804434e-09,0.0
573,2.121596065967903e-09,0.0
574,2.0535973203734275e-09,0.0
575,2.18711543440184e-09,0.0
576,2.1041119953198215e-09,0.0
577,2.1687446283645343e-09,0.0
578,7.260807766928291e-10,0.0
579,2.2217466916124753e-09,0.0
580,2.2311259171367097e-09,0.0
581,2.2089148450588634e-09,0.0
582,2.022603825706051e-09,0.0
583,2.2323595685658846e-09,0.0
584,2.142318289012732e-09,0.0
585,2.221670286539763e-09,0.0
586,2.157535171140549e-09,0.0
587,2.212792428541249e-09,0.0
588,2.0401152147872265e-09,0.0
589,2.141818391902429e-09,0.0
590,2.121569086890456e-09,0.0
591,2.2300102344825846e-09,0.0
592,2.206788255862914e-09,0.0
593,2.1530421161769906e-09,0.0
594,2.172085356816034e-09,0.0
595,6.033248416135121e-10,0.0
596,2.1991074520853437e-09,0.0
597,2.20842174308169e-09,0.0
598,2.172093706942131e-09,0.0
599,2.1489816751004134e-09,0.0
600,2.231609835934795e-09,0.0
601,2.2319792002461943e-09,0.0
602,2.2320670856347956e-09,0.0
603,2.2170960489744512e-09,0.0
604,2.208406066677565e-09,0.0
605,2.1260615039540938e-09,0.0
606,2.211218268534233e-09,0.0
607,2.17805067925555e-09,0.0
608,2.20776498913839e-09,0.0
609,2.043241275651768e-09,0.0
610,1.889798825097902e-09,0.0
611,2.207773271116452e-09,0.0
612,2.191232207626008e-09,0.0
613,2.2069157144325736e-09,0.0
614,2.232358701265445e-09,0.0
615,2.153781188079901e-09,0.0
616,2.022454006799769e-09,0.0
617,2.0297259847455712e-09,0.0
618,2.1732404438702335e-09,0.0
619,2.2079072274515504e-09,0.0
620,2.2078852408668834e-09,0.0
621,2.171008226925346e-09,0.0
622,2.150425489193707e-09,0.0
623,2.231879850594533e-09,0.0
624,2.105703557505346e-09,0.0
625,2.1651442458847106e-09,0.0
626,2.194283456063342e-09,0.0
627,2.128215721861886e-09,0.0
628,2.086343721034827e-09,0.0
629,2.2109728792894277e-09,0.0
630,2.21071960652197e-09,0.0
631,2.099835390954232e-09,0.0
632,2.2111600113378276e-09,0.0
633,2.2265102414112374e-09,0.0
634,2.217592143368969e-09,0.0
635,2.216301878882088e-09,0.0
636,2.0885117931422835e-09,0.0
637,2.0542208036336396e-09,0.0
638,2.2066545803892676e-09,0.0
639,2.20527144652895e-09,0.0
640,2.1976591191911467e-09,0.0
641,2.2127710889836487e-09,0.0
642,2.2112076509761773e-09,0.0
643,2.232383097435363e-09,0.0
644,2.207864569228402e-09,0.0
645,2.2088636771850386e-09,0.0
646,2.1961045278607182e-09,0.0
647,2.045518261025809e-09,0.0
648,2.0189592166628735e-09,0.0
649,2.208942693582106e-09,0.0
650,2.211238730333794e-09,0.0
651,2.1930121070787535e-09,0.0
652,2.2107787639512515e-09,0.0
653,2.2323734817355056e-09,0.0
654,2.0960344146990975e-09,0.0
655,2.1724908326756406e-09,0.0
656,2.2317474254870513e-09,0.0
657,2.209068331332065e-09,0.0
658,2.094511544779907e-09,0.0
659,2.2004640937231874e-09,0.0
660,2.1357331929857113e-09,0.0
661,2.224324568502772e-09,0.0
662,2.206918656634662e-09,0.0
663,2.2309118335861313e-09,0.0
664,2.232371714012205e-09,0.0
665,2.2079150990089864e-09,0.0
666,2.2203404737570796e-09,0.0
667,2.207866394742966e-09,0.0
668,2.1803717604166273e-09,0.0
669,2.2128255936098308e-09,0.0
670,2.2323779555151604e-09,0.0
671,2.2268106987349976e-09,0.0
672,2.213877316551667e-09,0.0
673,2.204757024398884e-09,0.0
674,2.1437550587411423e-09,0.0
675,2.1992292089937667e-09,0.0
676,2.23231653401244e-09,0.0
677,2.0333535922873003e-09,0.0
678,2.2174540519005224e-09,0.0
679,2.2166230119929657e-09,0.0
680,2.0994908194013513e-09,0.0
681,2.2078993998024933e-09,0.0
682,2.197017277593642e-09,0.0
683,2.222209942406822e-09,0.0
684,2.04037731548272e-09,0.0
685,2.222410011630142e-09,0.0
686,2.0220310694254407e-09,0.0
687,5.780358637811021e-10,0.0
688,2.2075985986725282e-09,0.0
689,2.07974625292279e-09,0.0
690,2.2136670228732956e-09,0.0
691,2.139436563781927e-09,0.0
692,2.210920436024047e-09,0.0
693,2.206470529859777e-09,0.0
694,2.0244334443783437e-09,0.0
695,2.0799701037390216e-09,0.0
696,2.2093626332162836e-09,0.0
697,2.167814044072757e-09,0.0
698,2.199717577187778e-09,0.0
699,2.1422922727385324e-09,0.0
700,2.232383441973914e-09,0.0
701,2.2288987139908183e-09,0.0
702,2.211335511259275e-09,0.0
703,2.1981907198932914e-09,0.0
704,2.1980023337466553e-09,0.0
705,2.2112279906706664e-09,0.0
706,2.170949349094461e-09,0.0
707,2.207914512359993e-09,0.0
708,2.044831639203455e-09,0.0
709,2.0429137400119524e-09,0.0
710,2.2074010965159004e-09,0.0
711,2.209195154408365e-09,0.0
712,2.0444588835026204e-09,0.0
713,2.13718773861639e-09,0.0
714,2.027077131503105e-09,0.0
715,2.1515813855229014e-09,0.0
716,2.2323379019585006e-09,0.0
717,2.2068788343526026e-09,0.0
718,2.207912765907767e-09,0.0
719,2.212476423390325e-09,0.0
720,2.0223912344566125e-09,0.0
721,2.20713168357717e-09,0.0
722,2.207215768133691e-09,0.0
723,2.2235750633115702e-09,0.0
724,2.232274468693158e-09,0.0
725,2.1991871438420345e-09,0.0
726,2.209034292848257e-09,0.0
727,2.2109906889353817e-09,0.0
728,2.0448619907752795e-09,0.0
729,2.0245207740513204e-09,0.0
730,2.1598110898893467e-09,0.0
731,2.1941799179829073e-09,0.0
732,2.23015708836786e-09,0.0
733,2.2297669180800706e-09,0.0
734,2.1985878617144116e-09,0.0
735,2.202022648738626e-09,0.0
736,2.2321255478911693e-09,0.0
737,2.232582529984334e-09,0.0
738,2.1411248978410764e-09,0.0
739,2.108303059849805e-09,0.0
740,2.212970569608301e-09,0.0
741,2.208658347679575e-09,0.0
742,2.2157076291942595e-09,0.0
743,2.1693141777518073e-09,0.0
744,2.209180071847393e-09,0.0
745,2.0205481823289293e-09,0.0
746,2.2058971599048057e-09,0.0
747,2.2081942316856047e-09,0.0
748,2.2093286898277885e-09,0.0
749,2.0426485977062573e-09,0.0
750,2.209003395769688e-09,0.0
751,2.1776531011436276e-09,0.0
752,2.224463361479229e-09,0.0
753,2.2079139287986136e-09,0.0
754,2.199220620752992e-09,0.0
755,2.228220295527529e-09,0.0
756,2.2323289147245167e-09,0.0
757,2.1244808166111788e-09,0.0
758,2.0738885124392013e-09,0.0
759,2.1927932088369703e-09,0.0
760,1.935794050550101e-09,0.0
761,2.1849220569527924e-09,0.0
762,2.2078931176781182e-09,0.0
763,2.192952848826023e-09,0.0
764,2.2109080664623496e-09,0.0
765,2.1497989372385034e-09,0.0
766,2.232175209371352e-09,0.0
767,2.0213958193064674e-09,0.0
768,2.187031611983723e-09,0.0
769,2.023408645689672e-09,0.0
770,2.2296068094563572e-09,0.0
771,1.9215203682258336e-09,0.0
772,2.2137835301540475e-09,0.0
773,2.223492946910776e-09,0.0
774,7.142175899598121e-10,0.0
775,2.1009992950263233e-09,0.0
776,2.1965071761591226e-09,0.0
777,2.205966556330132e-09,0.0
778,2.22814819569881e-09,0.0
779,2.207047656895548e-09,0.0
780,2.0770411116956076e-09,0.0
781,2.2124527231445414e-09,0.0
782,2.168586895496568e-09,0.0
783,2.042101641244204e-09,0.0
784,2.202052279718446e-09,0.0
785,2.1997740432781022e-09,0.0
786,2.080121389799656e-09,0.0
787,2.2027331674182284e-09,0.0
788,2.2287305149723915e-09,0.0
789,2.019990308588797e-09,0.0
790,2.228230645705394e-09,0.0
791,2.2087166801182896e-09,0.0
792,2.216415894993219e-09,0.0
793,2.160178838027592e-09,0.0
794,1.88971812819292e-09,0.0
