from,to,cost,flow,flow_squared,cost_times_flow_squared
13669,13361,0.059070508,0.0010083314768960067,1.016732367299282e-06,6.005889743641119e-08
13668,11988,5.151981203,1.8965649702748406e-09,3.596958686473607e-18,1.8531463540679593e-17
13667,13514,0.045472608,0.008746870822561205,7.650774918657254e-05,3.4790068877233316e-06
13666,13628,0.586428651,0.0032451094271836937,1.053073519439648e-05,6.17552483408815e-06
13665,12003,0.422518597,0.0012070697879986796,1.4570174730991773e-06,6.156169785383497e-07
13664,12666,0.084037459,0.0087468727774248,7.650778338445502e-05,6.4295197093520195e-06
13663,3221,0.12588921,0.003160962418198109,9.991683409260838e-06,1.2578451309619538e-06
13655,13662,0.094788369,0.010116470832408304,0.00010234298210296798,9.700924352136524e-06
13366,13661,0.038138354,0.002573876134108312,6.624838353732348e-06,2.5266043032742155e-07
13660,13208,0.041924045,0.0012070684860975172,1.4570143301297522e-06,6.108393434200458e-08
13659,13154,0.163452941,1.933544103583608e-09,3.738592800502939e-18,6.1108398844363155e-19
13658,12302,0.173679862,0.0024141378243477205,5.828061434946346e-06,1.0122169057490033e-06
13657,12158,0.194506225,0.00482827504173766,2.3312239878666802e-05,4.5343757750939386e-06
13656,12147,0.454780078,0.002414137520770918,5.8280599691939546e-06,2.650485567378704e-06
11985,13655,0.412065805,0.008909401048757506,7.937742704760134e-05,3.270872337519862e-05
13654,12227,0.049763697,0.0024141378131227434,5.828061380749062e-06,2.9002588064899796e-07
13653,13336,0.00041968,6.765828023969349e-10,4.577642884992899e-19,1.92114516597382e-22
12133,13652,0.375156282,0.009564408934999328,9.147791827589497e-05,3.431851570548461e-05
13651,12585,0.369148697,0.004828275614268813,2.331224540734288e-05,8.605685016264859e-06
13650,12722,0.13247019,0.0012070699293201246,1.4570178142688906e-06,1.9301142668958463e-07
13649,12131,0.976339967,0.004023560434176681,1.6189038567472045e-05,1.5806005380727382e-05
13648,12191,0.916705523,1.950353806741526e-09,3.803879971471162e-18,3.487037778676697e-18
13647,12613,0.290996301,0.0028164937845579297,7.93263723845345e-06,2.3083680935648088e-06
13646,13255,0.311202423,0.0215965330089002,0.000466410238004516,0.00014514799617901204
13645,13546,0.171946345,0.0024141378163431183,5.82806139629792e-06,1.0021138555290238e-06
13644,12438,0.136626477,0.004023561648527918,1.6189048339504698e-05,2.211852640609227e-06
13643,1287,0.237479066,0.0020992495123717068,4.406848515192849e-06,1.0465342693914844e-06
13642,13438,0.183417775,0.0032188507479124565,1.036100013733658e-05,1.9003915919649701e-06
13641,13008,0.177328565,0.0020992494655401772,4.40684831857072e-06,7.814600885048086e-07
13640,13488,0.061757388,0.0012070699183536551,1.4570177877942997e-06,8.998161284371423e-08
13639,4839,0.028043169,0.004023561665900573,1.6189048479304593e-05,4.5399222245433166e-07
12152,13638,0.632508414,0.010124933105022977,0.00010251427038119023,6.484113857117381e-05
13637,12925,0.477305325,0.002414137580139054,5.828060255839648e-06,2.7817641945331265e-06
13636,13050,2.274704723,1.8828840623834054e-09,3.545252392377436e-18,8.064402361168002e-18
13635,12117,0.258031077,0.011161006507745892,0.00012456806626594613,3.214243229840945e-05
12439,13634,0.025213268,0.00204835504753281,4.195758400753141e-06,1.0578878102144034e-07
13633,12968,0.323042854,0.006612636412191032,4.372696031983468e-05,1.4125682058464149e-05
13632,13145,0.596166697,1.904691356690066e-09,3.627849164249844e-18,2.1628028534650403e-18
13631,4414,0.086978624,0.01873107924427139,0.00035085332965517445,3.0516739839225467e-05
13630,12454,0.206546193,0.001207069879867094,1.4570176948823606e-06,3.009414580115872e-07
13629,7391,0.061916722,0.0006035342420443212,3.642535813200133e-07,2.2553387732095656e-08
13628,12437,0.040837102,0.0016225557170577707,2.6326870549568563e-06,1.0751130979735276e-07
13627,12552,0.103053466,0.0006035349595589548,3.6425444740982925e-07,3.753768331149762e-08
13626,5569,0.054873709,0.004626704017143907,2.1406390062255565e-05,1.1746480190167037e-06
13625,13475,0.106852312,0.001207068842785204,1.4570151912228115e-06,1.5568544180127953e-07
13624,5933,1.344192419,0.0024141397761540144,5.828070858808955e-06,7.834048665805818e-06
13623,13417,0.188238835,0.002194249320365118,4.814730079922782e-06,9.063191810841212e-07
13622,12273,0.059070832,0.0024141378183339906,5.8280614059104e-06,3.44268436194217e-07
13621,13253,0.237513849,0.0012595510219650975,1.5864687769333217e-06,3.768083055277556e-07
13620,12662,0.576669462,0.012893334644607398,0.00016623807825783338,9.586442315285868e-05
13619,11999,1.414274389,1.895546895128908e-09,3.593098031632843e-18,5.081626523304642e-18
13618,13511,0.23481365,1.739157080918301e-09,3.024667352108266e-18,7.102331809843771e-19
13617,13271,0.069831225,0.0012070687860421866,1.457015054237358e-06,1.0174514608083614e-07
13616,12283,0.054766369,0.0016947857376897078,2.8722986966764472e-06,1.5730537030040136e-07
3497,13615,0.056401767,0.01595045234991844,0.00025441693016701864,1.4349564416135456e-05
13614,12706,0.1629003,0.0012070699290417533,1.4570178135968634e-06,2.3734863894027312e-07
13613,13394,0.107497664,0.0012070699173458064,1.457017785361212e-06,1.5662600833278367e-07
13612,12089,0.069741855,0.0012070682473639574,1.4570137537942958e-06,1.0161484195012749e-07
13611,12000,1.755567663,0.0012070697880046906,1.457017473113689e-06,2.557892760224364e-06
13610,13267,0.384350648,2.031035229508609e-09,4.1251041035050875e-18,1.5854864352496394e-18
13609,12179,0.694196851,0.007242413185194239,5.245254874507536e-05,3.641239416575531e-05
4845,13608,0.352207555,0.03622812388973373,0.001312476960569896,0.00046226430127615446
13607,12279,0.089043344,0.0058212188675316676,3.388658910370667e-05,3.0173752105480042e-06
13606,12104,0.280176449,0.010058902904115718,0.00010118152763442762,2.83486811170093e-05
13605,13106,0.177621741,0.0024141377057145556,5.8280608621527385e-06,1.0351903169895304e-06
13604,12478,0.559257434,0.0012070699143356184,1.457017778094197e-06,8.148480238693421e-07
13603,13367,0.215737937,0.0050207045416704905,2.5207474094750692e-05,5.438208458182456e-06
13602,851,0.971301022,0.0012070699241247553,1.4570178017265426e-06,1.415202879889184e-06
13601,12662,1.676433391,4.074525874864241e-09,1.6601761104938212e-17,2.783174666572347e-17
13600,13271,0.026295369,0.0028208238730714616,7.957047322889882e-06,2.0923349550585154e-07
13599,12891,0.113698847,0.0024141377660434863,5.828061153437434e-06,6.626438333913264e-07
13598,13596,0.038108079,0.006997640315201111,4.8966969980927907e-05,1.8660371604238296e-06
13403,13597,0.429738095,0.0036274639177138867,1.315849447431618e-05,5.654706348460661e-06
13596,7391,0.168496468,0.00941177728338322,8.858155163200841e-05,1.4925678579953054e-05
13595,10493,0.188579005,0.003893497142564835,1.5159319999160535e-05,2.858729481918294e-06
13594,13498,0.00931167,0.0015332780025068007,2.3509414329712446e-06,2.1891190813155347e-08
13593,12251,0.125538679,0.006437699507094788,4.1443974943648473e-05,5.202821866934729e-06
13592,13333,0.092446137,0.0005885193777421176,3.4635505797796926e-07,3.201918714047429e-08
13591,12330,0.144097814,0.0012070699165813562,1.4570177835157224e-06,2.099530775637408e-07
13590,12548,0.281560866,0.00874687081340492,7.650774902639485e-05,2.1541588071582393e-05
13589,12663,1.874077357,0.0038982997772319177,1.519674115316642e-05,2.8479868495339257e-05
13588,11990,1.37019598,0.007242414930953692,5.2452574032100965e-05,7.187030607943713e-05
13587,11985,0.024865179,1.8907842589430566e-09,3.575065113866844e-18,8.889463399295446e-20
13586,7132,1.529764197,7.648886112000555e-10,5.850545875435496e-19,8.949955613147244e-19
13585,13502,0.341145457,0.006290238153488941,3.956709602760797e-05,1.3498135056501203e-05
13584,2369,0.070607329,0.0012070699164068639,1.4570177830944734e-06,1.0287613396980211e-07
13583,13581,0.126587783,0.001207069914957492,1.457017779595487e-06,1.8444065051057535e-07
13582,4551,0.061873859,0.0006035349637187833,3.6425445243103315e-07,2.2537828629839953e-08
13581,12790,0.200875404,0.0024141398299135407,5.8280711183749796e-06,1.1707161404443058e-06
13580,13484,2.450169973,0.008746870781906106,7.650774847536273e-05,0.0001874569880161703
13579,12873,0.118413994,0.004198498969139975,1.7627393593869434e-05,2.087330079260093e-06
13578,13367,0.214888937,0.0050207045416704775,2.520747409475056e-05,5.4168073126759855e-06
13577,6721,0.708642097,0.009831490149662168,9.665819856290425e-05,6.849606852185886e-05
13576,13309,0.205649324,0.0012070684983056133,1.4570143596017683e-06,2.9963401811039656e-07
13575,13547,0.192177163,0.002414137683699415,5.828060755857577e-06,1.1200201818523448e-06
13574,12499,0.033790003,9.936909745136997e-10,9.874217528299861e-19,3.336498399039049e-20
13573,12344,0.148865217,0.004023561665806411,1.618904847854686e-05,2.409986214782398e-06
13572,12515,0.075136473,0.004828275625076103,2.331224551170403e-05,1.751599905459521e-06
13571,13570,0.207245687,1.90158774979215e-09,3.616035970159573e-18,7.494078588524322e-19
13570,13500,1.617729132,0.0041985008199916145,1.762740913547026e-05,2.8516373280133175e-05
13569,13067,1.253031197,0.006612636666720648,4.372696368605836e-05,5.479124964871726e-05
13398,13568,0.122809113,0.022345993789364967,0.0004993434384343377,6.132392475649112e-05
13567,12149,0.530197461,0.0024141375207840012,5.828059969257124e-06,3.090022598255865e-06
13566,13339,1.391546656,0.0020992494655060357,4.4068483184273764e-06,6.132335041006839e-06
13565,13361,0.206189512,0.0019351231473611384,3.7447015954528783e-06,7.721181945520504e-07
13564,13505,0.38663116,0.011161008543210296,0.00012456811170161321,4.816191352620429e-05
13563,13269,0.607062725,0.008851837281541791,7.835502325889316e-05,4.756641393698207e-05
13562,12267,0.249606418,0.0019047670213884448,3.6281374057690078e-06,9.056063818658147e-07
13561,6384,0.196605437,0.004828279665484832,2.331228452813432e-05,4.583321887122186e-06
13560,4867,2.360767071,0.00402356153577583,1.6189047432174755e-05,3.821857008873527e-05
13559,13368,0.266064627,0.005020704550104326,2.520747417943828e-05,6.706817215164377e-06
13558,12539,0.610597001,0.008746870781486046,7.650774846801432e-05,4.671540176783189e-05
13557,6233,0.060089341,0.018718314466910746,0.0003503752964821601,2.1053820668292617e-05
13556,13527,0.185201148,0.00286734703481332,8.221679018052737e-06,1.5226643926308797e-06
13555,12295,0.048404206,0.0012070699195220291,1.457017790614918e-06,7.052578928258935e-08
13554,12099,1.193290695,0.0024141368739819184,5.828056846319189e-06,6.954566004643733e-06
13553,5822,0.2331547,0.004828279666940865,2.331228454219459e-05,5.435368708750016e-06
13552,12175,0.335411104,1.9433616097971085e-09,3.776654346433209e-18,1.266731803763561e-18
13551,12666,0.547843358,0.004023561636897687,1.618904824591479e-05,8.86906255386597e-06
13550,13368,1.654425115,0.0024141376532994764,5.828060609078303e-06,9.642089843401341e-06
13549,12139,0.334760842,0.001207068735131984,1.457014931333128e-06,4.8775154521965e-07
13548,13429,0.119667708,1.0185383015809975e-09,1.037420271787503e-18,1.2414570615754754e-19
13547,12054,0.730945935,0.004828275367396814,2.3312243023410843e-05,1.7039989273694264e-05
13546,13328,0.797187908,0.011161008634048094,0.00012456811372929609,9.930419398736363e-05
13545,4414,0.214085386,0.004023561667741874,1.618904849412177e-05,3.465838695836778e-06
13544,13154,0.99732754,1.933552711060896e-09,3.738626086450941e-18,3.728634757779944e-18
13543,12606,0.198635756,0.007242413420819016,5.2452552158059406e-05,1.0418952352045562e-05
13542,12198,0.154950834,0.0012070698570503947,1.4570176397996602e-06,2.2576609843966896e-07
12281,13541,0.047956136,0.004599287208985188,2.115344283073476e-05,1.0144373812589413e-06
13540,720,0.090782976,0.001710584309015822,2.9260986782511375e-06,2.6563994608130474e-07
13539,13538,0.244446242,2.0163912158896067e-09,4.065833535516767e-18,9.938777283546473e-19
13538,12828,0.259328387,0.0012070699088892532,1.4570177649459101e-06,3.77846066813768e-07
13537,13445,0.087813478,0.0018868830057282835,3.5603274773062016e-06,3.126447386012236e-07
13536,13262,0.168538608,0.0027910454775549095,7.789934857779713e-06,1.3129047773408709e-06
13535,13117,0.286638226,0.0024141377057548207,5.8280608623471495e-06,1.670545026603217e-06
13534,12383,0.578868539,0.0036212097637655905,1.3113160153191244e-05,7.590795859550832e-06
13533,12530,0.050613204,1.989155035212865e-09,3.956737754112694e-18,2.0026317512340766e-19
13532,13461,0.203105091,0.0014082468923051496,1.983159309687112e-06,4.02789752061498e-07
13531,12253,0.055498956,0.004023561681253628,1.6189048602852524e-05,8.984752960915737e-07
13530,12705,0.230644275,0.0012070699301767642,1.4570178163369385e-06,3.3605281791111633e-07
12915,13529,1.295604262,0.018374627610637715,0.00033762693982960986,0.00043743090220926004
13528,12283,0.108785838,0.003412056565397785,1.164213000547413e-05,1.2664988687504479e-06
13527,13412,0.157266378,0.012070688641987978,0.00014570152429181757,2.2913950994453168e-05
13526,13049,0.16826822,1.8790400245409257e-09,3.530791413826762e-18,5.941199863959127e-19
13525,13361,0.129437736,0.0018848250801445348,3.552565582741852e-06,4.59836046021626e-07
13524,13460,0.340101971,0.0024141375208438518,5.828059969546099e-06,1.9821346827488282e-06
13523,7768,0.956502486,0.0041984989938247475,1.762739380114742e-05,1.6860645992498495e-05
13522,12315,0.112213225,0.008053445252471843,6.485798043456128e-05,7.277923151549021e-06
13521,6137,0.113922733,0.0017973779159880482,3.2305673728815392e-06,3.68035064259295e-07
13520,13195,0.511922074,0.0040235616783937675,1.6189048579838872e-05,8.28753132507787e-06
12240,13519,0.048999269,0.0010031337698653787,1.0062773602443265e-06,4.930685506322166e-08
13518,2339,0.102701134,0.00040235663968102417,1.618908654954055e-07,1.662637547061962e-08
13517,13497,0.056239982,0.002414137765155447,5.8280611491497365e-06,3.277700541230805e-07
13516,6039,0.155735825,0.004023561665796293,1.618904847846544e-05,2.5212148207588103e-06
13515,13145,1.062230416,1.9046960617396275e-09,3.627867087606447e-18,3.853630765660904e-18
13514,12687,0.499865649,0.012770432500121543,0.00016308394624016056,8.152006262881898e-05
13513,13504,0.007808942,6.633332614408454e-10,4.40011015733749e-19,3.436020501225933e-21
13512,12303,0.077367362,0.0016330041203434218,2.666702457058593e-06,2.063157343415416e-07
13511,13389,0.458603791,3.478312135091263e-09,1.2098655309123141e-17,5.548489190766149e-18
13510,12686,0.379042503,2.036723893922853e-09,4.148244220076268e-18,1.5723608722329916e-18
13509,12882,0.102725891,9.923762019272775e-10,9.848105261516088e-19,1.0116553876510281e-19
13508,13304,0.095574948,0.0008047125899139269,6.475623523659799e-07,6.189073815413621e-08
13507,12192,0.433389724,1.9525483580422008e-09,3.8124450904932946e-18,1.652274525534044e-18
2865,13506,0.193965226,0.010244267374001605,0.00010494501403003375,2.0355683363908667e-05
13505,12765,0.342254771,0.0019855732498584994,3.942501130553642e-06,1.3493398216048782e-06
13504,12628,0.102271132,3.98044647414373e-09,1.5843954133523254e-17,1.6203791245915024e-18
13503,12020,0.69745793,0.0012070697763562625,1.4570174449927577e-06,1.0162083711585378e-06
13502,2865,0.212542253,0.0075497891738333265,5.6999316569330904e-05,1.211476316310582e-05
13501,13207,0.145719907,0.002414139833730285,5.8280711368032876e-06,8.492659840443595e-07
13500,13352,0.146500263,0.008396999738363626,7.05096046060788e-05,1.0329675618816554e-05
13499,13395,0.144015251,0.00241413746929357,5.8280597206471625e-06,8.39329483511991e-07
13498,13255,0.009053791,0.0072650550408565745,5.278102474667552e-05,4.778683668222281e-07
13497,13229,0.444611768,0.026293197219330523,0.0006913322200146104,0.0003073744406160609
12023,13496,0.084149967,2.4891311156091326e-05,6.195773710693566e-10,5.2137415329433113e-11
13495,13494,0.160452317,0.004040547979033046,1.6326027970868032e-05,2.619549015332584e-06
13494,13395,0.18868518,0.01207068734651164,0.00014570149301723623,2.749171243622596e-05
13493,13278,0.067465967,0.0040235616655037824,1.6189048476111573e-05,1.0922098102507437e-06
12234,13492,0.404688936,0.00041313010632819137,1.706764847547427e-07,6.907088501561705e-08
13491,12193,0.545852775,1.7365473350129543e-09,3.0155966467405935e-18,1.6460717979040476e-18
13490,13363,1.136798746,8.772643923438424e-10,7.69592814074411e-19,8.748721459704015e-19
13489,536,1.046254754,0.004828272935808498,2.3312219542660815e-05,2.4390520522800584e-05
4520,13488,0.089377234,0.08173000963982341,0.0066797944757256275,0.0005970215539288367
13487,7739,0.872093252,0.009656551087738413,9.324897891010193e-05,8.13218052633902e-05
13486,12674,0.247065517,0.0012070688857157381,1.4570152948630336e-06,3.5997823710224284e-07
13485,12619,0.112050981,1.0133740815562249e-09,1.0269270291699223e-18,1.150681810339054e-19
13484,13411,0.599094684,0.01116101055748613,0.00012456815666431683,7.462812045327139e-05
13423,13483,0.408894501,0.001113144857354789,1.2390914734554138e-06,5.066576897319062e-07
13482,2612,0.031588109,0.004373435405396411,1.9126937245174872e-05,6.041837785367436e-07
13481,13307,1.406636998,0.0040235606232480545,1.6189040088952273e-05,2.2772102751225478e-05
13480,4202,0.380824073,0.010503284764158342,0.00011031899083700077,4.201212741979631e-05
13479,3026,0.063581105,0.0024141398333662246,5.828071135045503e-06,3.7055520278479727e-07
13478,13338,3.820456959,0.001580541804264212,2.498112395026771e-06,9.543930883944184e-06
13477,12952,0.177381871,0.0011392586475284954,1.2979102659684566e-06,2.3022575136759246e-07
13476,12089,0.22451835,7.097286316701936e-10,5.037147306124453e-19,1.1309320018780069e-19
13475,4128,0.465061871,0.01850228409758508,0.0003423345168277497,0.00015920673090379428
13474,13270,0.125243229,1.9047063617165462e-09,3.6279063243634826e-18,4.54370702572804e-19
13473,13362,0.081267922,0.002414137818538764,5.828061406899102e-06,4.7363443982708653e-07
13472,12263,0.147034652,0.0006035349646518799,3.64254453557346e-07,5.3558026818254524e-08
13471,11999,0.331229991,1.895536207043799e-09,3.593057512213992e-18,1.1901284074331228e-18
13470,12823,0.248571019,0.006490047116250874,4.212071157115628e-05,1.0469988196247409e-05
13469,13468,0.229664282,0.0024141375208450964,5.828059969552109e-06,1.3384972083601269e-06
13468,12148,0.460655676,0.0048282750416882275,2.3312239878189455e-05,1.0738915620161523e-05
13467,12347,0.118274735,0.0012070699188339333,1.4570177889537582e-06,1.723283928787917e-07
13466,13465,0.063917845,0.0043734347565862275,1.9126931570116436e-05,1.222552247424309e-06
13465,578,0.249356525,0.017493739026344865,0.0003060309051218614,7.631080304379206e-05
13277,13464,0.196164795,0.0025658147194933855,6.58340517476892e-06,1.2914323265104845e-06
13463,12777,0.153513782,0.002414139854036446,5.828071234847114e-06,8.946892570267906e-07
13462,12230,0.705632198,0.0024141378191423948,5.828061409813598e-06,4.112467782685748e-06
13461,12778,0.348639639,0.005230633640196268,2.735952827795286e-05,9.538616062035776e-06
13460,12148,0.330926502,0.0024141392566845356,5.828068350665362e-06,1.928662272702598e-06
13459,1462,0.244444178,1.893705405287877e-09,3.5861201620165216e-18,8.766061952133556e-19
13458,5202,1.252986628,0.007483871206124938,5.600832822986593e-05,7.017768632865691e-05
13457,12004,0.026203965,9.45959050129728e-10,8.948385245223372e-19,2.3448317377234965e-20
13367,13456,0.394768881,0.0057099334467899,3.2603339966769986e-05,1.2870784035544366e-05
13455,12557,0.153612416,0.0012070699151228853,1.4570177799947695e-06,2.2381602133995301e-07
13454,2779,0.181516198,0.0096565512338418,9.324898173181158e-05,1.6926200631329892e-05
13453,13386,0.115952036,0.004373434759468105,1.9126931595323845e-05,2.2178066609105276e-06
13452,12028,0.017654122,0.0012070688423997285,1.4570151902922205e-06,2.5722323925272078e-08
13451,13248,0.261331569,0.001207069775733342,1.4570174434889405e-06,3.8076465456733364e-07
13450,12933,0.202332252,0.0012070688042626495,1.4570150982240624e-06,2.948011460216757e-07
13449,13273,0.834875037,9.570538387259771e-10,9.159520502201285e-19,7.647055018177557e-19
13448,12781,0.271847348,0.0011676471573862993,1.3633998841523051e-06,3.706366427703114e-07
13447,13301,0.741917187,0.002414137248528703,5.828058654733737e-06,4.3239368827910584e-06
13446,12124,0.484208431,0.002414137469307886,5.8280597207162855e-06,2.8219956531423304e-06
13445,13322,0.077204507,0.006935037033469633,4.809473865559529e-05,3.713130587199077e-06
13444,13094,0.051340736,0.0024141377021073803,5.828060844736302e-06,2.9921693322154347e-07
13443,12089,0.315310025,0.004828272989460836,2.331222006075708e-05,7.350576690162816e-06
13442,12865,0.016609155,0.0012595510634319748,1.5864688813926185e-06,2.6349907553726618e-08
13441,12081,0.090768749,0.002414136864120293,5.828056798704562e-06,5.290054247193579e-07
13440,12327,0.057842261,0.002414139831968888,5.82807112829877e-06,3.37108811329622e-07
13439,13265,0.1638103,0.008746870702753887,7.650774709069427e-05,1.2532757003250755e-05
13438,12773,0.389381014,0.007644771411397835,5.8442529932525644e-05,2.275641156585219e-05
13437,12541,0.056334023,0.0012070699206074187,1.4570177932352001e-06,8.2079673875521e-08
13436,12254,0.180883802,0.000957023598908394,9.158941688675746e-07,1.6567041949439694e-07
13435,13234,0.569095483,1.901408433493028e-09,3.61535403095841e-18,2.0574816484642735e-18
13434,13380,0.945258409,0.0048282753726289354,2.3312243073935085e-05,2.2036093798289147e-05
13433,12117,0.601724843,0.00874686975455507,7.650773050315027e-05,4.6036602125294406e-05
13432,13320,0.31499349,0.0024141395638105807,5.828069833555541e-06,1.8358040568353788e-06
13431,12720,0.078141219,0.0024141378094545045,5.828061363037794e-06,4.554118193145747e-07
13430,12205,0.052593033,0.00120706890655425,1.4570153451700728e-06,7.662885613003602e-08
13429,12676,0.470777565,4.074145846215652e-09,1.659866437623625e-17,7.814278797296747e-18
13428,12290,0.040397048,0.0024141378128441325,5.828061379403852e-06,2.354364752907236e-07
13427,13007,0.145333094,0.011607183895822944,0.0001347267179914515,1.958025077016311e-05
13426,13047,2.490578782,1.8817462256691123e-09,3.5409688578199494e-18,8.819061905009141e-18
13425,12924,0.090441645,0.002414137570736518,5.828060210441617e-06,5.27099352591386e-07
12725,13424,0.549042585,0.006660594909704965,4.4363524551187685e-05,2.435746419929505e-05
13423,12796,0.033707113,0.0013009929355830988,1.692582618437129e-06,5.7052073581496185e-08
13422,12796,0.05899467,0.001152333905895293,1.327873430675902e-06,7.833745484449271e-08
13421,13060,0.087298247,1.8842741191872784e-09,3.550488956238994e-18,3.0995146187252385e-19
13420,11990,4.398523213,1.8939740841096047e-09,3.587137831278816e-18,1.577810901911035e-17
13419,12433,0.133944739,0.006035343519673863,3.6425371400469296e-05,4.878986865213924e-06
13418,12090,1.015940307,0.00482827296783752,2.3312219851950535e-05,2.3683823793242118e-05
13417,12089,0.418706676,0.007242409484198506,5.245249513680847e-05,2.196220988663924e-05
13416,12054,1.023209433,0.0024141376836931366,5.8280607558272626e-06,5.963326741459565e-06
13415,13291,0.149152424,0.002414139850706265,5.828071218768067e-06,8.692709495238916e-07
13414,12720,0.161869989,0.0036212067141896272,1.3113138066892037e-05,2.122623514643295e-06
13413,13390,0.91738153,2.024612723512338e-09,4.0990566802080474e-18,3.7603988888459795e-18
13412,12178,0.32153641,0.01448482637037394,0.0002098101949798803,6.746161687523074e-05
13411,1945,1.704868251,0.012368080445257201,0.00015296941390035356,0.00026079269713279087
13410,12677,0.302117042,0.001207069896924623,1.45701773606162e-06,4.4018988856047333e-07
13409,13408,0.049884612,0.00482827352143389,2.3312225197779617e-05,1.1629213088478596e-06
13408,12190,0.348991202,0.004828275474685213,2.3312244059446718e-05,8.135768075623669e-06
13407,12192,0.098230782,0.018976770165719643,0.00036011780592254714,3.537465368789604e-05
13406,12145,0.82618256,0.016426793286042032,0.00026983953766235557,0.00022293672001510138
13405,13391,0.155759956,0.008383144870258926,7.027711791574854e-05,1.0946360794363805e-05
13404,12617,0.055072942,0.0012070699190194771,1.457017789401687e-06,8.024225620868733e-08
7312,13403,0.331869798,0.007254925812618718,5.263394854660136e-05,1.7467617872102986e-05
13402,12916,0.030570402,0.009656551870673737,9.324899403101245e-05,2.850659233623651e-06
13401,12275,0.171719221,6.769731404320885e-10,4.582926328664842e-19,7.869765390587167e-20
13400,13399,0.405829237,0.0024141372497290346,5.8280586605292665e-06,2.3651965993938346e-06
13399,11972,0.30149134,0.004828274499452001,2.3312234642058472e-05,7.028436860628629e-06
12414,13398,0.360213591,0.01993185630589358,0.0003972788957987896,0.00014310525768419682
13397,1116,0.231212214,0.0012070687214022382,1.4570148981876341e-06,3.368796404409475e-07
13396,12761,0.394900052,0.0024141377697680655,5.828061171420729e-06,2.301501659653227e-06
13395,12122,0.539091232,0.01689896228509754,0.00028557492631314904,0.00015395093885446474
13394,12359,0.402898814,0.0018962113368670027,3.5956174340629454e-06,1.4486699997816838e-06
13393,12774,0.10265372,0.0006035349625128157,3.642544509753459e-07,3.7392074419176884e-08
13392,12659,0.336809639,0.003306116082257478,1.0930403549361537e-05,3.681465273584778e-06
13391,12208,0.388711476,0.014484826897183252,0.0002098102102413634,8.155563650279069e-05
13390,4431,0.237274729,0.0024141388219098615,5.828066251452334e-06,1.3828528404073984e-06
13389,12143,0.830537157,5.217458883137728e-09,2.7221877197232793e-17,2.260878049559285e-17
13388,13160,0.144401809,0.0008047125729128749,6.47562325004059e-07,9.350917117083203e-08
13387,12593,0.070164096,0.0024141378067954024,5.8280613501989154e-06,4.089206560692463e-07
13386,11973,0.303497582,0.004976969071890651,2.477022114255609e-05,7.5177022223710486e-06
13385,377,1.037181878,0.0066126367702316015,4.3726965055019026e-05,4.5352815735005005e-05
13384,12918,0.191915775,0.0006297754445582919,3.966171105685942e-07,7.611708015303245e-08
13383,12270,0.015945137,2.033544434413773e-09,4.135302966735232e-18,6.593797234109972e-20
13382,12757,0.33568181,0.007151739956054852,5.114738439903146e-05,1.7169246571832645e-05
13381,13252,0.16172591,0.0012070699190592838,1.457017789497786e-06,2.356375278927179e-07
13380,13148,0.44252862,0.007242413058924371,5.245254691607827e-05,2.321175320225737e-05
13379,13316,0.117929184,0.0006035349594326071,3.6425444725731874e-07,4.295622973342664e-08
13378,13377,0.065405958,2.02703929682053e-09,4.108888310854669e-18,2.687457762864514e-19
13377,13237,0.204854383,0.0012070719463509456,1.45702268366746e-06,2.984774828797017e-07
13376,13047,0.112873548,1.8817230515040097e-09,3.540881642561562e-18,3.996718740439913e-19
13375,12906,0.113688627,0.0024141376420105383,5.828060554572202e-06,6.625842025221722e-07
13374,12239,0.242180587,0.0024141378258385427,5.828061442144446e-06,1.4114433411306084e-06
13373,4041,0.647509336,0.004373435347972794,1.9126936742897914e-05,1.2384870110107832e-05
13372,13313,0.100785073,0.002414137812486619,5.828061377677678e-06,5.873815913977254e-07
13371,539,0.62970435,0.0024141378117690073,5.828061374212851e-06,3.66995559940881e-06
13370,12901,0.451303188,0.0012595509415381794,1.586468574329714e-06,7.159783252568149e-07
12580,13369,0.224958866,0.008438293635104113,7.120479947223858e-05,1.601815094303219e-05
13368,12022,1.948333828,0.007434844071687358,5.5276906370304647e-05,0.00010769786658845324
13367,12019,0.810133141,0.009352180178219458,8.746327408588093e-05,7.085689695733863e-05
13366,12112,0.085058019,0.0040172643316474955,1.6138412710327197e-05,1.3727014149448524e-06
13365,13048,1.169974602,1.8817694341602585e-09,3.5410562033398194e-18,4.142945822162136e-18
13364,13326,0.02819096,0.0004199005580042381,1.7631647861227053e-07,4.970530795899374e-09
12130,13363,1.510634658,0.03188583854307825,0.0010167066995952544,0.0015358723774293861
13362,2861,0.092899908,0.004828275637076862,2.3312245627589973e-05,2.1657054740765112e-06
13361,12258,0.128888699,0.005337652535186064,2.8490534586378216e-05,3.6721079366527913e-06
13360,12271,0.124667328,0.0030042827851447336,9.025715053116997e-06,1.125211778961474e-06
13359,13261,0.177582399,0.008145027330104,6.634147020814111e-05,1.1781077432748726e-05
13358,12872,0.132927772,0.0012070688647633574,1.4570152442811004e-06,1.936777901923224e-07
13357,12013,0.705176837,0.004828275357717755,2.331224292994451e-05,1.6439253732713883e-05
13356,12238,0.06398043,0.002011780840777775,4.0472621513205315e-06,2.5894557276421266e-07
13355,12322,0.013622031,0.0008724941894034438,7.612461105427725e-07,1.0369718116443072e-08
