from,to,cost,flow,flow_squared,cost_times_flow_squared
14360,12694,0.446668351,0.004023561678035093,1.618904857695257e-05,7.231135632126301e-06
14359,10786,0.418790742,0.0020117808388802508,4.0472621436857255e-06,1.6949559162226556e-06
14358,13873,0.082896477,0.0024141377020020067,5.828060844227529e-06,4.83125711728108e-07
14357,14356,0.033816381,0.002414137702920566,5.828060848662588e-06,1.9708392614955742e-07
14356,14355,0.04423066,0.0024141377029205198,5.828060848662364e-06,2.5777897785649644e-07
14181,14355,0.182710696,0.008762200414206594,7.67761560987222e-05,1.402782491700218e-05
14354,14181,0.143534735,0.0024141377028009435,5.828060848085017e-06,8.365291693937582e-07
14353,13873,0.046952094,0.002414137702001642,5.828060844225768e-06,2.736396605958076e-07
14352,14351,0.022364963,0.000804712567507671,6.47562316304788e-07,1.448270724435088e-08
14351,13359,0.052343114,0.004828275405076925,2.3312243387270746e-05,1.2202354132156588e-06
14350,14349,0.032104244,0.0022687121057829267,5.1470546189260016e-06,1.6524229736732736e-07
13872,14349,0.06951488,0.0009586327558471309,9.18976760583065e-07,6.38825592347205e-08
13871,14348,0.188274558,0.0015896701818392536,2.5270512870288456e-06,4.7577946410868704e-07
13869,14347,0.023730878,0.012084794836891318,0.00014604226624975505,3.465711203216455e-06
13809,14346,0.028011385,0.006456470079094001,4.16860058822361e-05,1.1676827598795799e-06
13506,14345,0.17871965,0.007221383153122482,5.2148374644201204e-05,9.319939264480514e-06
14344,13032,0.118309622,0.012193012939976423,0.00014866956455443248,1.7589039985339506e-05
14343,13027,0.058577636,0.0024141377005474193,5.828060837204382e-06,3.413940263076135e-07
14342,13032,0.049574353,0.0012070688504920838,1.4570152098282807e-06,7.223058633839625e-08
14341,1199,0.381688678,0.0020992494659017686,4.406848320088861e-06,1.682044109441238e-06
14340,13031,0.193033399,0.0024141377006915146,5.8280608379001126e-06,1.1250103931186468e-06
14339,14338,0.08414176,0.0012595510131909234,1.5864687548302817e-06,1.334882732164284e-07
14338,13557,0.353894162,0.0025191020263811816,6.345875019317775e-06,2.245768122118198e-06
14337,13867,0.243697133,0.002414137710596235,5.8280608857228304e-06,1.4202817288000944e-06
14336,13029,0.316037672,0.002414137704983054,5.828060858620847e-06,1.8418867860328535e-06
14335,4289,0.237673339,0.0012070688537423513,1.4570152176748737e-06,3.462936717585991e-07
14334,2568,0.643006028,0.002414137700793062,5.828060838390411e-06,3.747478250635768e-06
14333,5816,0.334594438,0.003246617639510181,1.0540526097178662e-05,3.5268014057098273e-06
14332,13866,0.203479135,0.0006796538078869669,4.6192929857525406e-07,9.399297410524943e-08
14331,12743,0.284769585,0.0024141377093249918,5.828060879584919e-06,1.6596544780341323e-06
14330,12751,0.3136151,0.015686427140484304,0.00024606399643372257,7.716938484796154e-05
14329,12746,0.271951633,0.012206013806639352,0.0001489867730478705,4.051719622576877e-05
14328,1495,0.100566981,0.0010516825271339354,1.1060361378788208e-06,1.1123071526337274e-07
14327,13577,0.121708207,0.0024141377117795496,5.8280608914362e-06,7.093228413835215e-07
14326,12743,0.257850043,0.0020992494705708567,4.406848339692022e-06,1.1363060338840663e-06
14325,13864,0.359647775,0.0024141377117944084,5.828060891507942e-06,2.0960491321953477e-06
14324,12743,0.205782454,0.0024141377093241647,5.828060879580925e-06,1.1993126698615615e-06
14323,13864,0.127212166,0.002414137711791966,5.8280608914961485e-06,7.41400249587116e-07
14322,13037,0.187965853,0.002414137699998948,5.82806083455621e-06,1.0954764261032499e-06
14321,5945,0.617535157,0.0024141377409065577,5.828061032069418e-06,3.5990325844445697e-06
14320,2348,0.545856408,0.0024141377458516853,5.828061055945856e-06,3.1812844736032923e-06
14319,13861,0.167637611,0.0024141377459483875,5.828061056412761e-06,9.770022322591715e-07
14318,13859,0.175665974,0.0012070688729652916,1.4570152640816992e-06,2.559480054977789e-07
14317,13859,0.319593967,0.0024141377459319926,5.828061056333602e-06,1.8626131529118661e-06
14316,12712,1.297726498,0.00241413774595328,5.828061056436382e-06,7.563229264899367e-06
14315,13861,0.381592495,0.002414137745950759,5.8280610564242105e-06,2.22394435953325e-06
14314,13861,0.426016045,0.0024141377459511075,5.8280610564258944e-06,2.4828475212770815e-06
14313,12731,0.151650668,0.002414137771422973,5.828061179411079e-06,8.838293710025579e-07
14312,7696,0.341786817,0.0024141377714693027,5.828061179634772e-06,1.991954479868634e-06
14311,14310,0.330682685,0.002414137771484846,5.828061179709818e-06,1.92723891925071e-06
14310,14309,0.348553708,0.0048282755429661815,2.3312244718805373e-05,8.12556933854303e-06
14309,12729,0.793336458,0.00724241331444054,5.245255061718561e-05,4.1612520719703746e-05
14308,12727,0.08911698,0.0012070688857414441,1.4570152949250915e-06,1.2984480289753348e-07
14307,12672,0.105642905,0.002414137771404259,5.8280611793207214e-06,6.156933135011669e-07
14306,13857,0.425030579,0.004198499003229293,1.7627393880117367e-05,7.492181427127342e-06
14305,12766,0.24817855,0.004689729761868516,2.199356523935533e-05,5.45833113043361e-06
14304,14301,0.110749453,0.0012595510907685388,1.5864689502562158e-06,1.757005684423601e-07
14303,14285,0.079118802,0.0006297755454694998,3.96617237671406e-07,3.1379880697110917e-08
14302,14289,0.137196381,0.0005154538172570723,2.656926377248872e-07,3.645206835419861e-08
14301,14295,0.151069139,0.0012595510907682612,1.5864689502555166e-06,2.396664983653347e-07
14300,14284,0.278521621,0.0024141377710112117,5.828061177422981e-06,1.6232410464230176e-06
14299,13854,0.183829694,0.0024141377709226935,5.8280611769955914e-06,1.0713707027803793e-06
14298,14297,0.264004573,0.002414137770961884,5.8280611771848135e-06,1.5386348025005541e-06
14297,13849,0.211869771,0.0048282755419211225,2.3312244708713708e-05,4.939159947931136e-06
14296,12764,0.436272909,0.010180856401737024,0.00010364983707278974,4.521961593712203e-05
14295,14293,0.184347123,0.006804661023971815,4.630341165116115e-05,8.535900722976237e-06
14294,14290,0.219052917,0.0024141377709585906,5.828061177168912e-06,1.2766538013133042e-06
14293,13242,0.136156298,0.0028243336077599995,7.976860327922614e-06,1.0860997719130092e-06
14292,13728,0.052663449,0.001207068885590105,1.4570152945597382e-06,7.673145065726675e-08
14291,14288,0.143284468,0.0025132706637221065,6.316529429126158e-06,9.050605588586853e-07
14290,14289,0.050881973,0.009440273877578783,8.911877088369635e-05,4.534538893897424e-06
14289,13220,0.043057186,0.012885319283057417,0.00016603145302633132,7.14884715480501e-06
14288,14286,0.051078151,0.002463704217365143,6.069838470662791e-06,3.1003612595012317e-07
14287,13700,0.06986269,0.0012070688854971673,1.4570152943353736e-06,1.0179100783341096e-07
14286,13700,0.191455417,0.007341546205718191,5.389830069069516e-05,1.031912163432843e-05
14285,5013,0.09786988,0.010068154048955287,0.00010136772595349474,9.920847174941416e-06
14284,14267,0.215343086,0.0036736888620194923,1.3495989854926072e-05,2.9062681039844726e-06
14266,14283,0.115411388,0.007737079574112581,5.986240033615012e-05,6.908802711806752e-06
14271,14282,0.081310137,0.019489616138628596,0.00037984513723109223,3.088526014704391e-05
14281,12055,0.666875701,0.008746870685608268,7.650774679075326e-05,5.102115727301408e-05
14280,11992,0.165207515,1.8965773995584155e-09,3.597005832515761e-18,5.942523950304352e-19
14279,13917,0.05831179,0.001207069916736179,1.457017783889486e-06,8.496131504042909e-08
14278,12363,0.226288676,0.0012070699173134356,1.4570177852830642e-06,3.2970662554015687e-07
14277,14037,0.04314994,0.002414137808824695,5.8280613599969e-06,2.514804980001846e-07
14276,13294,0.041067367,0.0011701575313638477,1.3692686482075342e-06,5.62322580975327e-08
14275,12715,0.450794241,0.0012595510872282054,1.5864689413377542e-06,7.151710622804265e-07
14274,12131,0.400552871,7.928106793673622e-10,6.285487733189384e-19,2.51767015716429e-19
14273,13209,0.065375157,0.0040235604405425545,1.6189038618698995e-05,1.05836094137651e-06
14272,13262,0.051088618,0.0012070688512552377,1.4570152116706392e-06,7.443689356923043e-08
14267,14271,0.062247888,0.01823006504760502,0.0003323352716399102,2.068716876749071e-05
14270,13564,0.467144277,0.0012070688854620083,1.457015294250495e-06,6.806363562105897e-07
14268,14269,0.215223039,0.010613331188505732,0.0001126427989169085,2.4243325504362957e-05
14267,14268,0.192460246,0.00819919341748521,6.72267726973328e-05,1.2938481211114754e-05
13854,14267,0.190619478,0.020341431832067776,0.0004137738489786602,7.887335510236304e-05
13856,14266,0.018838262,0.014552295120184081,0.0002117692932649334,3.989365430079651e-06
14265,14264,0.148592968,0.002414137771169481,5.828061178187149e-06,8.660089081524052e-07
14264,14263,0.250909316,0.0011849665970675334,1.4041458361658102e-06,3.5231327131661146e-07
14263,13856,0.505523172,0.0035991043682117255,1.2953552253280725e-05,6.5483208237462185e-06
14262,13382,0.304533654,0.002414137771000999,5.828061177373671e-06,1.7748407660811464e-06
14261,14244,0.128323922,0.0024141377710011295,5.8280611773743016e-06,7.478796679366081e-07
14260,12758,0.183717142,0.0024141377701791525,5.82806117340557e-06,1.0707147421792378e-06
339,14259,0.377110166,0.001612371677749897,2.5997424272100177e-06,9.80389298282413e-07
14258,12679,0.797200914,0.0012595511072428685,1.5864689917567359e-06,1.2647345302611284e-06
14257,4042,0.402647581,0.0012595511071827026,1.586468991605172e-06,6.387879018013318e-07
14256,13329,0.203545374,0.0006297755565126769,3.9661725158085194e-07,8.07296068078766e-08
14255,6817,0.443944991,0.002414137767216473,5.828061159100937e-06,2.587338558824515e-06
14254,12715,0.405864369,0.001207068883612918,1.4570152897865362e-06,5.913505912125647e-07
14253,870,0.61389347,0.0012595510984484341,1.586468969602657e-06,9.739229407966996e-07
14252,13229,0.620650855,0.002414137765993643,5.828061153196777e-06,3.6171911377238653e-06
14251,399,0.249283637,0.0024141377719834253,5.8280611821170965e-06,1.4528402881366693e-06
14250,991,0.721591147,0.0024141377717272947,5.828061180880428e-06,4.205477352297683e-06
14249,13850,0.230238152,0.007402360002033107,5.479493359969959e-05,1.261588425095754e-05
14248,12763,0.236376964,0.0024141377726494993,5.828061185333086e-06,1.377619408995276e-06
14247,12756,0.098711319,0.0008776248342657255,7.702253497199422e-07,7.602996019809178e-08
14246,12755,0.220907653,0.001837816162847329,3.3775682484228804e-06,7.461306746064195e-07
14245,12772,0.19035751,0.002414137772234078,5.828061183327318e-06,1.1094152149858418e-06
14244,12757,0.109595351,0.006561414505949423,4.305216031888351e-05,4.71831662145631e-06
14243,13847,0.464433253,0.0012595510848438666,1.586468935331361e-06,7.368089284193906e-07
14242,12802,0.124400123,0.001259551075293841,1.5864689112738713e-06,1.973569276981457e-07
14241,12855,0.365742021,0.0012595510719294663,1.5864689027986676e-06,5.802383427632372e-07
13847,14240,0.505356317,0.002605778774297344,6.7900830205785695e-06,3.4314113474038213e-06
14239,13845,0.198137459,0.0006297755266097409,3.966172139165765e-07,7.85847269610899e-08
14238,12880,0.057223955,0.0012595510732297602,1.5864689060742406e-06,9.078402529009156e-08
14237,4037,0.976019664,0.001259551071333148,1.5864689012964807e-06,1.5484248439898403e-06
14236,7729,0.860884668,0.002414137751369171,5.828061082585798e-06,5.017288430165595e-06
14235,7729,0.757688079,0.0024141377513681728,5.828061082580978e-06,4.415852405955441e-06
12878,14234,0.540174435,0.0037095126478693206,1.3760484084702457e-05,7.433061715780642e-06
14233,6552,0.315001639,0.0012595510647086874,1.5864688846087882e-06,4.997402988742702e-07
14232,12879,0.352680633,0.002414137738492776,5.828061020415014e-06,2.0554442498425934e-06
14231,12886,0.322431103,0.0066126367510553116,4.3726964801407346e-05,1.4098933491759946e-05
14230,12885,0.300085572,0.0024141377595973627,5.8280611223137736e-06,1.748917055540491e-06
14229,12882,0.210366846,0.0006297755448762695,3.9661723692420214e-07,8.343511720097914e-08
14228,14217,0.253699844,0.001259551089765042,1.5864689477283049e-06,4.024869245495151e-07
14227,12806,1.154209699,0.001207069877227847,1.4570176885108498e-06,1.6817039476937837e-06
14226,13385,0.157799974,0.0008047125897388946,6.475623520842785e-07,1.0218532232227801e-07
14225,12884,0.448921119,0.002414137762028819,5.8280611340535155e-06,2.616339725899713e-06
14224,7768,2.067528711,0.0024141377620180856,5.828061134001691e-06,1.2049683724011714e-05
14223,1959,1.32928605,0.0024141377981247367,5.828061308334552e-06,7.747160595713869e-06
14222,12845,0.983918547,0.002414137796122637,5.828061298667862e-06,5.7343376048122164e-06
14221,14220,1.15938111,0.0024141377984135963,5.828061309729246e-06,6.756944190421946e-06
14220,12840,0.05506307,0.0024141377984052822,5.828061309689103e-06,3.209109478597028e-07
14219,3651,0.737479753,0.002414137798147872,5.828061308446255e-06,4.298077214221801e-06
14218,4682,1.122129539,0.002414137822065541,5.828061423927353e-06,6.539839878895284e-06
14217,13304,0.372973527,0.0036736888595273716,1.349598983661552e-05,5.033646929718645e-06
14216,12809,0.278004286,0.002414137798156585,5.828061308488324e-06,1.6202260228305223e-06
14215,5636,0.185547679,0.0012070688929822653,1.4570153124054315e-06,2.703458094842877e-07
14214,12844,0.341489884,0.00241413779606203,5.828061298375235e-06,1.9902239767270488e-06
14213,14212,0.198868039,0.0012070689004894642,1.457015330528844e-06,2.89753781575208e-07
14212,12823,0.256554348,0.0057088377266956165,3.2590828189743176e-05,8.36131867699958e-06
14211,13470,0.151242031,0.001533575676243583,2.3518543547659627e-06,3.5569922923099875e-07
14210,12823,0.09131453,0.004700218552130622,2.2092054437792884e-05,2.0173255677214716e-06
14209,12824,0.456822021,0.0012070689004941683,1.4570153305402005e-06,6.655966879253574e-07
14208,13334,0.037240262,0.002414137798505053,5.828061310170824e-06,2.1703853014282477e-07
14207,12817,0.5473351,0.0013329944295327179,1.776874149165256e-06,9.725455901207803e-07
14206,13836,0.345636646,0.0004780884159158822,2.2856853343295754e-07,7.900166127690632e-08
14205,13836,0.113356985,0.0012070689005065339,1.4570153305700527e-06,1.6516286497219947e-07
14204,12813,0.196225293,0.0012595511420775318,1.5864690795088147e-06,3.113053599620575e-07
14203,12791,0.625463613,0.008932231460499377,7.978475886393483e-05,4.9902463541370453e-05
14202,13889,0.398116208,0.001259551111465201,1.5864690023932234e-06,6.31599023342333e-07
14201,14199,0.177525703,0.0004198503761065523,1.7627433831681342e-07,3.129322583055214e-08
14198,14200,0.160008142,0.030598165899442017,0.0009362477564097764,0.0001498072639547969
14199,5897,0.341216538,0.06612957186220228,0.0043731202746781755,0.0014921809603832962
13254,14198,1.115202363,0.047238628076260405,0.002231487982527258,0.002488560671120501
14197,7886,0.496267813,0.0012595511224425605,1.586469030046314e-06,7.873135159333155e-07
13306,14196,0.447676899,0.03538262342988886,0.0012519300407813202,0.000560460158421925
14195,1923,0.902468045,0.002414137770576796,5.828061175325503e-06,5.25963897503641e-06
14194,4604,0.434271029,0.0019137879092878832,3.662584161736487e-06,1.5905541927164066e-06
14193,12846,0.499493255,0.001207068898061498,1.457015324667399e-06,7.27769327103001e-07
14192,2351,0.025490332,0.0004023566394536045,1.618908653123979e-07,4.126651904580306e-09
14191,13519,0.03717408,0.0024141378257877613,5.82806144189926e-06,2.166528222860784e-07
14190,13920,0.099381288,0.0006035349592297737,3.642544470124846e-07,3.620007610382847e-08
13427,14189,0.012517251,0.002589607384215843,6.706066404385221e-06,8.39415164063573e-08
14188,14187,0.018827067,0.0012595511213875225,1.5864690273885653e-06,2.986855867206935e-08
14187,12828,0.043775146,0.001158916290756968,1.3430869689818893e-06,5.879382815787968e-08
14022,14186,0.078455749,0.0003938634797875599,1.551284407103656e-07,1.2170718007133825e-08
12858,14185,0.174435234,0.04245314030111867,0.0018022691214264663,0.00031437923592700004
14184,12883,0.219038473,0.0007454007907579899,5.556223388626366e-07,1.217026686691605e-07
14183,13158,0.098532463,0.0008047125753540894,6.47562328933011e-07,6.380591121578575e-08
14182,13833,0.033785266,0.001259551011338204,1.5864687501630927e-06,5.359926872494763e-08
7962,14181,0.443224639,0.003933925008606398,1.547576597333885e-05,6.859240786781595e-06
14180,13908,0.169778681,0.004023561666382477,1.6189048483182537e-05,2.7485552981197816e-06
14179,13739,2.323970658,0.00017493926821115645,3.0603747562254934e-08,7.112221135951949e-08
14178,4340,0.284676884,0.0024141375267338,5.828059997984389e-06,1.6591139599912425e-06
14177,13043,0.922470588,0.0024141376639770775,5.828060660632701e-06,5.376214544513516e-06
14176,13040,1.040038906,0.002414137663975326,5.828060660624244e-06,6.0614098335772755e-06
14174,14175,1.031440442,0.0007877007524168998,6.204724753581501e-07,6.399804042322445e-07
14174,14173,1.206177414,0.0008132184555793951,6.613242564949365e-07,7.976743815145352e-07
14173,3938,1.511161397,0.004040574574706806,1.632624289376709e-05,2.4671588019106393e-05
14172,1971,1.397197712,0.0024141376632780278,5.828060657257496e-06,8.14295301571739e-06
14171,13689,0.389715953,0.002414137663478061,5.828060658223311e-06,2.271288213561305e-06
14170,4235,0.093200058,0.0012070688313361925,1.4570151635833216e-06,1.3579389775284506e-07
4235,14169,1.326739107,0.0074247999655612735,5.512765452859869e-05,7.314001514027754e-05
14168,14167,2.313141098,0.0011120095334024994,1.2365652023780445e-06,2.8603497899773422e-06
14167,13337,2.334359533,0.003526147196531591,1.2433714051607597e-05,2.9024758926966253e-05
14166,12895,0.918087603,0.002414137627756295,5.828060485748792e-06,5.350670081500124e-06
14165,2817,0.842443817,0.002414137627674464,5.828060485353689e-06,4.909813520988233e-06
14164,14159,0.783814595,0.0024141375801835447,5.828060256054461e-06,4.568118689234923e-06
14163,12919,0.948682113,0.0012595509528365268,1.5864686027914026e-06,1.5050543863043056e-06
12898,14162,0.390969257,0.0005568761824731329,3.101110826058501e-07,1.2124389955387482e-07
14161,13348,0.548176022,0.0024141375391395726,5.828060057882871e-06,3.1948027785073228e-06
14160,11969,0.600760402,0.002414137530755074,5.828060017400205e-06,3.501267678933474e-06
14159,12929,0.74185364,0.004828275160359807,2.331224102414752e-05,1.7294270860321166e-05
14158,13959,0.288227776,0.0012595509356299185,1.5864685594462031e-06,4.572643045831029e-07
14157,13964,0.248393646,0.0024141375311405406,5.8280600192613445e-06,1.4476530772911556e-06
13652,14156,0.14790598,0.009564410681730473,9.147795168879997e-05,1.3530136092924613e-05
14155,12134,0.40244768,0.002414137523771143,5.828059983679866e-06,2.3454892193328e-06
12135,14154,1.307171438,0.024020996160902596,0.0005770082565620973,0.0007542487124681496
14153,13962,0.063742119,0.002414137531158376,5.82806001934746e-06,3.7149289529238806e-07
14152,13962,0.104272388,0.0024141375311587665,5.828060019349344e-06,6.077057356248823e-07
14151,13240,0.290803439,0.0024141375311327396,5.8280600192236795e-06,1.694819896288652e-06
14150,13402,0.225982134,0.002414137531129115,5.828060019206178e-06,1.317037440220293e-06
14149,13964,0.035066272,0.002414137531138566,5.828060019251811e-06,2.0436833786740925e-07
14148,6584,1.139020767,0.002414137553481415,5.828060127129232e-06,6.638281516124856e-06
14146,14147,0.931757644,0.021174350240001374,0.00044835310808624625,0.0004177564356705182
13677,14146,1.159595193,0.018760212585612824,0.0003519455762573858,0.00040811439842567944
14145,12940,0.40779999,0.0024141376456613996,5.828060572199565e-06,2.3766830430623773e-06
14144,12928,2.405239488,0.00241413764163965,5.828060552781452e-06,1.4017881380005055e-05
14143,12936,0.313861803,0.0012070688117285177,1.4570151162476957e-06,4.5730139138375634e-07
14142,12959,0.136392308,0.0012595509101759558,1.5864684953250787e-06,2.1638209964667466e-07
14141,12958,0.202788168,0.0012595509903402516,1.5864686972671085e-06,3.217170807081435e-07
14140,12956,0.061920978,0.0006297754951358229,3.966171742735709e-07,2.455892332261595e-08
14139,14137,0.681103829,0.00125955099028888,1.5864686971376986e-06,1.0805499042091278e-06
14138,4202,0.169208041,0.0012595509901770232,1.5864686968559195e-06,2.68443260302813e-07
14137,14136,0.33597606,0.0036736886605709777,1.3495988374807784e-05,4.5343289999737234e-06
14136,12956,0.210057695,0.004933239650846544,2.4336853452684533e-05,5.1121433398237035e-06
14135,13633,0.156466439,0.0012070687950933912,1.4570150760882113e-06,2.279739605248365e-07
14134,13831,0.205063973,0.0012595510106309074,1.5864687483813403e-06,3.25327584583415e-07
14133,4845,0.149656561,0.0012595510096254326,1.5864687458484466e-06,2.3742545663766155e-07
14132,12054,1.288429533,0.0024141376836957886,5.828060755840067e-06,7.509045597942645e-06
14131,14032,0.01961365,0.0024141378084611945,5.8280613582418185e-06,1.1430955565907965e-07
14130,13458,0.136031686,0.005069733529063394,2.570219805570957e-05,3.4963133354240955e-06
14129,13407,0.113288661,0.00498440285732595,2.484427184411909e-05,2.8145742907402524e-06
14128,14127,0.124062107,0.002915623605899659,8.50086101127933e-06,1.0546347283734645e-06
14127,14126,0.143062376,0.008746870817694114,7.65077491014289e-05,1.0945380368862283e-05
14126,13328,0.516705835,0.026240612453093157,0.0006885697419134277,0.0003557880034511121
14125,3358,1.016753307,0.002414137469105573,5.8280597197394626e-06,5.925698993438592e-06
14124,13920,0.017778375,0.0004023566395536058,1.6189086539287026e-07,2.8781565140289696e-09
14123,12948,0.117575356,0.000783313793704606,6.135804994079021e-07,7.214194565254188e-08
14122,979,0.891412387,0.0024141376990624254,5.8280608300344215e-06,5.195205616082185e-06
14121,13569,0.739862924,0.002414137717454967,5.828060918838679e-06,4.311966192662112e-06
14120,14119,0.237126327,0.0024141377187691564,5.8280609251839465e-06,1.381986680721091e-06
14119,14118,0.831779105,0.004828275437535907,2.331224370071255e-05,1.9390637200920574e-05
14118,13163,0.104902927,0.0036212065781429307,1.3113137081585634e-05,1.375606462010571e-06
14117,13067,0.45936826,0.0024141377174270355,5.8280609187038175e-06,2.677226203398974e-06
